#,Date-Time (PDT),Temperature   (°C),Host Connected,Started,Button Down,Button Up,End of File
22722,07/03/2025 08:45:00,4.97,,,,,
22723,07/03/2025 08:46:00,4.93,,,,,
22724,07/03/2025 08:47:00,4.89,,,,,
22725,07/03/2025 08:48:00,4.80,,,,,
22726,07/03/2025 08:49:00,4.84,,,,,
22727,07/03/2025 08:50:00,4.84,,,,,
22728,07/03/2025 08:51:00,4.80,,,,,
22729,07/03/2025 08:52:00,4.72,,,,,
22730,07/03/2025 08:53:00,4.67,,,,,
22731,07/03/2025 08:54:00,4.59,,,,,
22732,07/03/2025 08:55:00,4.54,,,,,
22733,07/03/2025 08:56:00,4.50,,,,,
22734,07/03/2025 08:57:00,4.50,,,,,
22735,07/03/2025 08:58:00,4.46,,,,,
22736,07/03/2025 08:59:00,4.42,,,,,
22737,07/03/2025 09:00:00,4.42,,,,,
22738,07/03/2025 09:01:00,4.37,,,,,
22739,07/03/2025 09:02:00,4.42,,,,,
22740,07/03/2025 09:03:00,4.42,,,,,
22741,07/03/2025 09:04:00,4.37,,,,,
22742,07/03/2025 09:05:00,4.33,,,,,
22743,07/03/2025 09:06:00,4.37,,,,,
22744,07/03/2025 09:07:00,4.42,,,,,
22745,07/03/2025 09:08:00,4.42,,,,,
22746,07/03/2025 09:09:00,4.50,,,,,
22747,07/03/2025 09:10:00,4.42,,,,,
22748,07/03/2025 09:11:00,4.46,,,,,
22749,07/03/2025 09:12:00,4.50,,,,,
22750,07/03/2025 09:13:00,4.46,,,,,
22751,07/03/2025 09:14:00,4.50,,,,,
22752,07/03/2025 09:15:00,4.54,,,,,
22753,07/03/2025 09:16:00,4.67,,,,,
22754,07/03/2025 09:17:00,4.67,,,,,
22755,07/03/2025 09:18:00,4.76,,,,,
22756,07/03/2025 09:19:00,4.76,,,,,
22757,07/03/2025 09:20:00,4.84,,,,,
22758,07/03/2025 09:21:00,4.80,,,,,
22759,07/03/2025 09:22:00,4.76,,,,,
22760,07/03/2025 09:23:00,4.76,,,,,
22761,07/03/2025 09:24:00,4.72,,,,,
22762,07/03/2025 09:25:00,4.67,,,,,
22763,07/03/2025 09:26:00,4.63,,,,,
22764,07/03/2025 09:27:00,4.59,,,,,
22765,07/03/2025 09:28:00,4.54,,,,,
22766,07/03/2025 09:29:00,4.54,,,,,
22767,07/03/2025 09:30:00,4.54,,,,,
22768,07/03/2025 09:31:00,4.59,,,,,
22769,07/03/2025 09:32:00,4.59,,,,,
22770,07/03/2025 09:33:00,4.63,,,,,
22771,07/03/2025 09:34:00,4.63,,,,,
22772,07/03/2025 09:35:00,4.67,,,,,
22773,07/03/2025 09:36:00,4.63,,,,,
22774,07/03/2025 09:37:00,4.67,,,,,
22775,07/03/2025 09:38:00,4.76,,,,,
22776,07/03/2025 09:39:00,4.76,,,,,
22777,07/03/2025 09:40:00,4.76,,,,,
22778,07/03/2025 09:41:00,4.84,,,,,
22779,07/03/2025 09:42:00,4.80,,,,,
22780,07/03/2025 09:43:00,4.84,,,,,
22781,07/03/2025 09:44:00,4.80,,,,,
22782,07/03/2025 09:45:00,4.80,,,,,
22783,07/03/2025 09:46:00,4.80,,,,,
22784,07/03/2025 09:47:00,4.84,,,,,
22785,07/03/2025 09:48:00,4.84,,,,,
22786,07/03/2025 09:49:00,4.84,,,,,
22787,07/03/2025 09:50:00,4.84,,,,,
22788,07/03/2025 09:51:00,4.89,,,,,
22789,07/03/2025 09:52:00,4.89,,,,,
22790,07/03/2025 09:53:00,4.89,,,,,
22791,07/03/2025 09:54:00,4.93,,,,,
22792,07/03/2025 09:55:00,4.93,,,,,
22793,07/03/2025 09:56:00,5.02,,,,,
22794,07/03/2025 09:57:00,4.97,,,,,
22795,07/03/2025 09:58:00,4.97,,,,,
22796,07/03/2025 09:59:00,5.10,,,,,
22797,07/03/2025 10:00:00,5.10,,,,,
22798,07/03/2025 10:01:00,5.15,,,,,
22799,07/03/2025 10:02:00,5.15,,,,,
22800,07/03/2025 10:03:00,5.23,,,,,
22801,07/03/2025 10:04:00,5.23,,,,,
22802,07/03/2025 10:05:00,5.32,,,,,
22803,07/03/2025 10:06:00,5.27,,,,,
22804,07/03/2025 10:07:00,5.23,,,,,
22805,07/03/2025 10:08:00,5.19,,,,,
22806,07/03/2025 10:09:00,5.19,,,,,
22807,07/03/2025 10:10:00,5.19,,,,,
22808,07/03/2025 10:11:00,5.23,,,,,
22809,07/03/2025 10:12:00,5.19,,,,,
22810,07/03/2025 10:13:00,5.19,,,,,
22811,07/03/2025 10:14:00,5.15,,,,,
22812,07/03/2025 10:15:00,5.19,,,,,
22813,07/03/2025 10:16:00,5.19,,,,,
22814,07/03/2025 10:17:00,5.15,,,,,
22815,07/03/2025 10:18:00,5.10,,,,,
22816,07/03/2025 10:19:00,5.10,,,,,
22817,07/03/2025 10:20:00,5.06,,,,,
22818,07/03/2025 10:21:00,5.06,,,,,
22819,07/03/2025 10:22:00,5.02,,,,,
22820,07/03/2025 10:23:00,4.93,,,,,
22821,07/03/2025 10:24:00,4.93,,,,,
22822,07/03/2025 10:25:00,4.93,,,,,
22823,07/03/2025 10:26:00,4.84,,,,,
22824,07/03/2025 10:27:00,4.80,,,,,
22825,07/03/2025 10:28:00,4.80,,,,,
22826,07/03/2025 10:29:00,4.76,,,,,
22827,07/03/2025 10:30:00,4.76,,,,,
22828,07/03/2025 10:31:00,4.67,,,,,
22829,07/03/2025 10:32:00,4.72,,,,,
22830,07/03/2025 10:33:00,4.72,,,,,
22831,07/03/2025 10:34:00,4.76,,,,,
22832,07/03/2025 10:35:00,4.76,,,,,
22833,07/03/2025 10:36:00,4.80,,,,,
22834,07/03/2025 10:37:00,4.84,,,,,
22835,07/03/2025 10:38:00,4.80,,,,,
22836,07/03/2025 10:39:00,4.80,,,,,
22837,07/03/2025 10:40:00,4.80,,,,,
22838,07/03/2025 10:41:00,4.89,,,,,
22839,07/03/2025 10:42:00,4.93,,,,,
22840,07/03/2025 10:43:00,4.93,,,,,
22841,07/03/2025 10:44:00,4.97,,,,,
22842,07/03/2025 10:45:00,4.97,,,,,
22843,07/03/2025 10:46:00,4.93,,,,,
22844,07/03/2025 10:47:00,5.02,,,,,
22845,07/03/2025 10:48:00,5.02,,,,,
22846,07/03/2025 10:49:00,5.02,,,,,
22847,07/03/2025 10:50:00,4.97,,,,,
22848,07/03/2025 10:51:00,5.06,,,,,
22849,07/03/2025 10:52:00,4.97,,,,,
22850,07/03/2025 10:53:00,5.06,,,,,
22851,07/03/2025 10:54:00,5.06,,,,,
22852,07/03/2025 10:55:00,5.10,,,,,
22853,07/03/2025 10:56:00,5.15,,,,,
22854,07/03/2025 10:57:00,5.15,,,,,
22855,07/03/2025 10:58:00,5.15,,,,,
22856,07/03/2025 10:59:00,5.10,,,,,
22857,07/03/2025 11:00:00,5.15,,,,,
22858,07/03/2025 11:01:00,5.15,,,,,
22859,07/03/2025 11:02:00,5.19,,,,,
22860,07/03/2025 11:03:00,5.15,,,,,
22861,07/03/2025 11:04:00,5.10,,,,,
22862,07/03/2025 11:05:00,4.93,,,,,
22863,07/03/2025 11:06:00,4.76,,,,,
22864,07/03/2025 11:07:00,4.54,,,,,
22865,07/03/2025 11:08:00,4.42,,,,,
22866,07/03/2025 11:09:00,4.33,,,,,
22867,07/03/2025 11:10:00,4.33,,,,,
22868,07/03/2025 11:11:00,4.24,,,,,
22869,07/03/2025 11:12:00,4.16,,,,,
22870,07/03/2025 11:13:00,4.12,,,,,
22871,07/03/2025 11:14:00,4.20,,,,,
22872,07/03/2025 11:15:00,4.33,,,,,
22873,07/03/2025 11:16:00,4.42,,,,,
22874,07/03/2025 11:17:00,4.46,,,,,
22875,07/03/2025 11:18:00,4.42,,,,,
22876,07/03/2025 11:19:00,4.46,,,,,
22877,07/03/2025 11:20:00,4.37,,,,,
22878,07/03/2025 11:21:00,4.33,,,,,
22879,07/03/2025 11:22:00,4.33,,,,,
22880,07/03/2025 11:23:00,4.46,,,,,
22881,07/03/2025 11:24:00,4.50,,,,,
22882,07/03/2025 11:25:00,4.59,,,,,
22883,07/03/2025 11:26:00,4.63,,,,,
22884,07/03/2025 11:27:00,4.72,,,,,
22885,07/03/2025 11:28:00,4.84,,,,,
22886,07/03/2025 11:29:00,4.84,,,,,
22887,07/03/2025 11:30:00,4.93,,,,,
22888,07/03/2025 11:31:00,5.06,,,,,
22889,07/03/2025 11:32:00,5.06,,,,,
22890,07/03/2025 11:33:00,5.10,,,,,
22891,07/03/2025 11:34:00,5.15,,,,,
22892,07/03/2025 11:35:00,5.19,,,,,
22893,07/03/2025 11:36:00,5.23,,,,,
22894,07/03/2025 11:37:00,5.27,,,,,
22895,07/03/2025 11:38:00,5.32,,,,,
22896,07/03/2025 11:39:00,5.27,,,,,
22897,07/03/2025 11:40:00,5.36,,,,,
22898,07/03/2025 11:41:00,5.32,,,,,
22899,07/03/2025 11:42:00,5.23,,,,,
22900,07/03/2025 11:43:00,5.23,,,,,
22901,07/03/2025 11:44:00,5.19,,,,,
22902,07/03/2025 11:45:00,5.23,,,,,
22903,07/03/2025 11:46:00,5.23,,,,,
22904,07/03/2025 11:47:00,5.27,,,,,
22905,07/03/2025 11:48:00,5.32,,,,,
22906,07/03/2025 11:49:00,5.32,,,,,
22907,07/03/2025 11:50:00,5.40,,,,,
22908,07/03/2025 11:51:00,5.36,,,,,
22909,07/03/2025 11:52:00,5.27,,,,,
22910,07/03/2025 11:53:00,5.27,,,,,
22911,07/03/2025 11:54:00,5.23,,,,,
22912,07/03/2025 11:55:00,5.10,,,,,
22913,07/03/2025 11:56:00,4.93,,,,,
22914,07/03/2025 11:57:00,4.76,,,,,
22915,07/03/2025 11:58:00,4.63,,,,,
22916,07/03/2025 11:59:00,4.46,,,,,
22917,07/03/2025 12:00:00,4.37,,,,,
22918,07/03/2025 12:01:00,4.33,,,,,
22919,07/03/2025 12:02:00,4.20,,,,,
22920,07/03/2025 12:03:00,4.12,,,,,
22921,07/03/2025 12:04:00,4.12,,,,,
22922,07/03/2025 12:05:00,4.07,,,,,
22923,07/03/2025 12:06:00,4.07,,,,,
22924,07/03/2025 12:07:00,4.03,,,,,
22925,07/03/2025 12:08:00,4.03,,,,,
22926,07/03/2025 12:09:00,4.03,,,,,
22927,07/03/2025 12:10:00,4.07,,,,,
22928,07/03/2025 12:11:00,4.07,,,,,
22929,07/03/2025 12:12:00,4.12,,,,,
22930,07/03/2025 12:13:00,4.16,,,,,
22931,07/03/2025 12:14:00,4.20,,,,,
22932,07/03/2025 12:15:00,4.24,,,,,
22933,07/03/2025 12:16:00,4.42,,,,,
22934,07/03/2025 12:17:00,4.46,,,,,
22935,07/03/2025 12:18:00,4.46,,,,,
22936,07/03/2025 12:19:00,4.63,,,,,
22937,07/03/2025 12:20:00,4.67,,,,,
22938,07/03/2025 12:21:00,4.72,,,,,
22939,07/03/2025 12:22:00,4.84,,,,,
22940,07/03/2025 12:23:00,4.89,,,,,
22941,07/03/2025 12:24:00,4.97,,,,,
22942,07/03/2025 12:25:00,4.97,,,,,
22943,07/03/2025 12:26:00,5.06,,,,,
22944,07/03/2025 12:27:00,4.97,,,,,
22945,07/03/2025 12:28:00,4.89,,,,,
22946,07/03/2025 12:29:00,4.89,,,,,
22947,07/03/2025 12:30:00,4.97,,,,,
22948,07/03/2025 12:31:00,5.06,,,,,
22949,07/03/2025 12:32:00,5.06,,,,,
22950,07/03/2025 12:33:00,4.97,,,,,
22951,07/03/2025 12:34:00,4.93,,,,,
22952,07/03/2025 12:35:00,5.02,,,,,
22953,07/03/2025 12:36:00,5.10,,,,,
22954,07/03/2025 12:37:00,5.15,,,,,
22955,07/03/2025 12:38:00,5.19,,,,,
22956,07/03/2025 12:39:00,5.10,,,,,
22957,07/03/2025 12:40:00,5.06,,,,,
22958,07/03/2025 12:41:00,4.93,,,,,
22959,07/03/2025 12:42:00,4.80,,,,,
22960,07/03/2025 12:43:00,4.67,,,,,
22961,07/03/2025 12:44:00,4.63,,,,,
22962,07/03/2025 12:45:00,4.59,,,,,
22963,07/03/2025 12:46:00,4.59,,,,,
22964,07/03/2025 12:47:00,4.72,,,,,
22965,07/03/2025 12:48:00,4.84,,,,,
22966,07/03/2025 12:49:00,4.93,,,,,
22967,07/03/2025 12:50:00,4.93,,,,,
22968,07/03/2025 12:51:00,5.02,,,,,
22969,07/03/2025 12:52:00,5.10,,,,,
22970,07/03/2025 12:53:00,5.10,,,,,
22971,07/03/2025 12:54:00,5.15,,,,,
22972,07/03/2025 12:55:00,5.19,,,,,
22973,07/03/2025 12:56:00,5.27,,,,,
22974,07/03/2025 12:57:00,5.23,,,,,
22975,07/03/2025 12:58:00,5.19,,,,,
22976,07/03/2025 12:59:00,5.15,,,,,
22977,07/03/2025 13:00:00,5.23,,,,,
22978,07/03/2025 13:01:00,5.32,,,,,
22979,07/03/2025 13:02:00,5.32,,,,,
22980,07/03/2025 13:03:00,5.32,,,,,
22981,07/03/2025 13:04:00,5.36,,,,,
22982,07/03/2025 13:05:00,5.32,,,,,
22983,07/03/2025 13:06:00,5.32,,,,,
22984,07/03/2025 13:07:00,5.23,,,,,
22985,07/03/2025 13:08:00,5.19,,,,,
22986,07/03/2025 13:09:00,5.15,,,,,
22987,07/03/2025 13:10:00,5.06,,,,,
22988,07/03/2025 13:11:00,5.06,,,,,
22989,07/03/2025 13:12:00,5.02,,,,,
22990,07/03/2025 13:13:00,5.06,,,,,
22991,07/03/2025 13:14:00,5.10,,,,,
22992,07/03/2025 13:15:00,5.06,,,,,
22993,07/03/2025 13:16:00,5.10,,,,,
22994,07/03/2025 13:17:00,5.06,,,,,
22995,07/03/2025 13:18:00,5.10,,,,,
22996,07/03/2025 13:19:00,5.10,,,,,
22997,07/03/2025 13:20:00,5.15,,,,,
22998,07/03/2025 13:21:00,5.15,,,,,
22999,07/03/2025 13:22:00,5.15,,,,,
23000,07/03/2025 13:23:00,5.10,,,,,
23001,07/03/2025 13:24:00,5.10,,,,,
23002,07/03/2025 13:25:00,5.06,,,,,
23003,07/03/2025 13:26:00,5.15,,,,,
23004,07/03/2025 13:27:00,5.19,,,,,
23005,07/03/2025 13:28:00,5.19,,,,,
23006,07/03/2025 13:29:00,5.15,,,,,
23007,07/03/2025 13:30:00,5.23,,,,,
23008,07/03/2025 13:31:00,5.19,,,,,
23009,07/03/2025 13:32:00,5.27,,,,,
23010,07/03/2025 13:33:00,5.23,,,,,
23011,07/03/2025 13:34:00,5.27,,,,,
23012,07/03/2025 13:35:00,5.32,,,,,
23013,07/03/2025 13:36:00,5.27,,,,,
23014,07/03/2025 13:37:00,5.32,,,,,
23015,07/03/2025 13:38:00,5.23,,,,,
23016,07/03/2025 13:39:00,5.23,,,,,
23017,07/03/2025 13:40:00,5.23,,,,,
23018,07/03/2025 13:41:00,5.23,,,,,
23019,07/03/2025 13:42:00,5.27,,,,,
23020,07/03/2025 13:43:00,5.32,,,,,
23021,07/03/2025 13:44:00,5.32,,,,,
23022,07/03/2025 13:45:00,5.27,,,,,
23023,07/03/2025 13:46:00,5.23,,,,,
23024,07/03/2025 13:47:00,5.27,,,,,
23025,07/03/2025 13:48:00,5.32,,,,,
23026,07/03/2025 13:49:00,5.32,,,,,
23027,07/03/2025 13:50:00,5.36,,,,,
23028,07/03/2025 13:51:00,5.36,,,,,
23029,07/03/2025 13:52:00,5.32,,,,,
23030,07/03/2025 13:53:00,5.40,,,,,
23031,07/03/2025 13:54:00,5.45,,,,,
23032,07/03/2025 13:55:00,5.49,,,,,
23033,07/03/2025 13:56:00,5.49,,,,,
23034,07/03/2025 13:57:00,5.53,,,,,
23035,07/03/2025 13:58:00,5.49,,,,,
23036,07/03/2025 13:59:00,5.53,,,,,
23037,07/03/2025 14:00:00,5.49,,,,,
23038,07/03/2025 14:01:00,5.57,,,,,
23039,07/03/2025 14:02:00,5.53,,,,,
23040,07/03/2025 14:03:00,5.49,,,,,
23041,07/03/2025 14:04:00,5.49,,,,,
23042,07/03/2025 14:05:00,5.49,,,,,
23043,07/03/2025 14:06:00,5.40,,,,,
23044,07/03/2025 14:07:00,5.32,,,,,
23045,07/03/2025 14:08:00,5.27,,,,,
23046,07/03/2025 14:09:00,5.15,,,,,
23047,07/03/2025 14:10:00,5.19,,,,,
23048,07/03/2025 14:11:00,5.15,,,,,
23049,07/03/2025 14:12:00,5.15,,,,,
23050,07/03/2025 14:13:00,5.10,,,,,
23051,07/03/2025 14:14:00,5.02,,,,,
23052,07/03/2025 14:15:00,5.06,,,,,
23053,07/03/2025 14:16:00,4.97,,,,,
23054,07/03/2025 14:17:00,4.97,,,,,
23055,07/03/2025 14:18:00,4.97,,,,,
23056,07/03/2025 14:19:00,4.89,,,,,
23057,07/03/2025 14:20:00,4.89,,,,,
23058,07/03/2025 14:21:00,4.80,,,,,
23059,07/03/2025 14:22:00,4.80,,,,,
23060,07/03/2025 14:23:00,4.72,,,,,
23061,07/03/2025 14:24:00,4.76,,,,,
23062,07/03/2025 14:25:00,4.76,,,,,
23063,07/03/2025 14:26:00,4.67,,,,,
23064,07/03/2025 14:27:00,4.72,,,,,
23065,07/03/2025 14:28:00,4.67,,,,,
23066,07/03/2025 14:29:00,4.67,,,,,
23067,07/03/2025 14:30:00,4.72,,,,,
23068,07/03/2025 14:31:00,4.63,,,,,
23069,07/03/2025 14:32:00,4.67,,,,,
23070,07/03/2025 14:33:00,4.59,,,,,
23071,07/03/2025 14:34:00,4.63,,,,,
23072,07/03/2025 14:35:00,4.59,,,,,
23073,07/03/2025 14:36:00,4.50,,,,,
23074,07/03/2025 14:37:00,4.59,,,,,
23075,07/03/2025 14:38:00,4.54,,,,,
23076,07/03/2025 14:39:00,4.54,,,,,
23077,07/03/2025 14:40:00,4.54,,,,,
23078,07/03/2025 14:41:00,4.59,,,,,
23079,07/03/2025 14:42:00,4.54,,,,,
23080,07/03/2025 14:43:00,4.54,,,,,
23081,07/03/2025 14:44:00,4.50,,,,,
23082,07/03/2025 14:45:00,4.54,,,,,
23083,07/03/2025 14:46:00,4.50,,,,,
23084,07/03/2025 14:47:00,4.46,,,,,
23085,07/03/2025 14:48:00,4.50,,,,,
23086,07/03/2025 14:49:00,4.50,,,,,
23087,07/03/2025 14:50:00,4.50,,,,,
23088,07/03/2025 14:51:00,4.59,,,,,
23089,07/03/2025 14:52:00,4.54,,,,,
23090,07/03/2025 14:53:00,4.59,,,,,
23091,07/03/2025 14:54:00,4.63,,,,,
23092,07/03/2025 14:55:00,4.63,,,,,
23093,07/03/2025 14:56:00,4.72,,,,,
23094,07/03/2025 14:57:00,4.67,,,,,
23095,07/03/2025 14:58:00,4.67,,,,,
23096,07/03/2025 14:59:00,4.63,,,,,
23097,07/03/2025 15:00:00,4.63,,,,,
23098,07/03/2025 15:01:00,4.63,,,,,
23099,07/03/2025 15:02:00,4.59,,,,,
23100,07/03/2025 15:03:00,4.63,,,,,
23101,07/03/2025 15:04:00,4.63,,,,,
23102,07/03/2025 15:05:00,4.54,,,,,
23103,07/03/2025 15:06:00,4.59,,,,,
23104,07/03/2025 15:07:00,4.59,,,,,
23105,07/03/2025 15:08:00,4.67,,,,,
23106,07/03/2025 15:09:00,4.63,,,,,
23107,07/03/2025 15:10:00,4.63,,,,,
23108,07/03/2025 15:11:00,4.67,,,,,
23109,07/03/2025 15:12:00,4.72,,,,,
23110,07/03/2025 15:13:00,4.72,,,,,
23111,07/03/2025 15:14:00,4.76,,,,,
23112,07/03/2025 15:15:00,4.76,,,,,
23113,07/03/2025 15:16:00,4.67,,,,,
23114,07/03/2025 15:17:00,4.72,,,,,
23115,07/03/2025 15:18:00,4.72,,,,,
23116,07/03/2025 15:19:00,4.72,,,,,
23117,07/03/2025 15:20:00,4.67,,,,,
23118,07/03/2025 15:21:00,4.67,,,,,
23119,07/03/2025 15:22:00,4.67,,,,,
23120,07/03/2025 15:23:00,4.72,,,,,
23121,07/03/2025 15:24:00,4.72,,,,,
23122,07/03/2025 15:25:00,4.72,,,,,
23123,07/03/2025 15:26:00,4.72,,,,,
23124,07/03/2025 15:27:00,4.72,,,,,
23125,07/03/2025 15:28:00,4.67,,,,,
23126,07/03/2025 15:29:00,4.63,,,,,
23127,07/03/2025 15:30:00,4.59,,,,,
23128,07/03/2025 15:31:00,4.59,,,,,
23129,07/03/2025 15:32:00,4.50,,,,,
23130,07/03/2025 15:33:00,4.50,,,,,
23131,07/03/2025 15:34:00,4.50,,,,,
23132,07/03/2025 15:35:00,4.46,,,,,
23133,07/03/2025 15:36:00,4.42,,,,,
23134,07/03/2025 15:37:00,4.42,,,,,
23135,07/03/2025 15:38:00,4.42,,,,,
23136,07/03/2025 15:39:00,4.37,,,,,
23137,07/03/2025 15:40:00,4.42,,,,,
23138,07/03/2025 15:41:00,4.33,,,,,
23139,07/03/2025 15:42:00,4.37,,,,,
23140,07/03/2025 15:43:00,4.33,,,,,
23141,07/03/2025 15:44:00,4.29,,,,,
23142,07/03/2025 15:45:00,4.33,,,,,
23143,07/03/2025 15:46:00,4.33,,,,,
23144,07/03/2025 15:47:00,4.37,,,,,
23145,07/03/2025 15:48:00,4.37,,,,,
23146,07/03/2025 15:49:00,4.37,,,,,
23147,07/03/2025 15:50:00,4.42,,,,,
23148,07/03/2025 15:51:00,4.46,,,,,
23149,07/03/2025 15:52:00,4.50,,,,,
23150,07/03/2025 15:53:00,4.54,,,,,
23151,07/03/2025 15:54:00,4.59,,,,,
23152,07/03/2025 15:55:00,4.59,,,,,
23153,07/03/2025 15:56:00,4.67,,,,,
23154,07/03/2025 15:57:00,4.67,,,,,
23155,07/03/2025 15:58:00,4.63,,,,,
23156,07/03/2025 15:59:00,4.67,,,,,
23157,07/03/2025 16:00:00,4.72,,,,,
23158,07/03/2025 16:01:00,4.67,,,,,
23159,07/03/2025 16:02:00,4.72,,,,,
23160,07/03/2025 16:03:00,4.63,,,,,
23161,07/03/2025 16:04:00,4.63,,,,,
23162,07/03/2025 16:05:00,4.67,,,,,
23163,07/03/2025 16:06:00,4.59,,,,,
23164,07/03/2025 16:07:00,4.59,,,,,
23165,07/03/2025 16:08:00,4.54,,,,,
23166,07/03/2025 16:09:00,4.54,,,,,
23167,07/03/2025 16:10:00,4.54,,,,,
23168,07/03/2025 16:11:00,4.50,,,,,
23169,07/03/2025 16:12:00,4.50,,,,,
23170,07/03/2025 16:13:00,4.42,,,,,
23171,07/03/2025 16:14:00,4.46,,,,,
23172,07/03/2025 16:15:00,4.50,,,,,
23173,07/03/2025 16:16:00,4.46,,,,,
23174,07/03/2025 16:17:00,4.54,,,,,
23175,07/03/2025 16:18:00,4.54,,,,,
23176,07/03/2025 16:19:00,4.54,,,,,
23177,07/03/2025 16:20:00,4.63,,,,,
23178,07/03/2025 16:21:00,4.63,,,,,
23179,07/03/2025 16:22:00,4.59,,,,,
23180,07/03/2025 16:23:00,4.54,,,,,
23181,07/03/2025 16:24:00,4.54,,,,,
23182,07/03/2025 16:25:00,4.54,,,,,
23183,07/03/2025 16:26:00,4.59,,,,,
23184,07/03/2025 16:27:00,4.54,,,,,
23185,07/03/2025 16:28:00,4.63,,,,,
23186,07/03/2025 16:29:00,4.59,,,,,
23187,07/03/2025 16:30:00,4.59,,,,,
23188,07/03/2025 16:31:00,4.54,,,,,
23189,07/03/2025 16:32:00,4.54,,,,,
23190,07/03/2025 16:33:00,4.59,,,,,
23191,07/03/2025 16:34:00,4.54,,,,,
23192,07/03/2025 16:35:00,4.59,,,,,
23193,07/03/2025 16:36:00,4.63,,,,,
23194,07/03/2025 16:37:00,4.59,,,,,
23195,07/03/2025 16:38:00,4.59,,,,,
23196,07/03/2025 16:39:00,4.59,,,,,
23197,07/03/2025 16:40:00,4.63,,,,,
23198,07/03/2025 16:41:00,4.59,,,,,
23199,07/03/2025 16:42:00,4.59,,,,,
23200,07/03/2025 16:43:00,4.63,,,,,
23201,07/03/2025 16:44:00,4.63,,,,,
23202,07/03/2025 16:45:00,4.63,,,,,
23203,07/03/2025 16:46:00,4.67,,,,,
23204,07/03/2025 16:47:00,4.67,,,,,
23205,07/03/2025 16:48:00,4.67,,,,,
23206,07/03/2025 16:49:00,4.63,,,,,
23207,07/03/2025 16:50:00,4.63,,,,,
23208,07/03/2025 16:51:00,4.63,,,,,
23209,07/03/2025 16:52:00,4.63,,,,,
23210,07/03/2025 16:53:00,4.63,,,,,
23211,07/03/2025 16:54:00,4.59,,,,,
23212,07/03/2025 16:55:00,4.59,,,,,
23213,07/03/2025 16:56:00,4.54,,,,,
23214,07/03/2025 16:57:00,4.54,,,,,
23215,07/03/2025 16:58:00,4.54,,,,,
23216,07/03/2025 16:59:00,4.59,,,,,
23217,07/03/2025 17:00:00,4.59,,,,,
23218,07/03/2025 17:01:00,4.59,,,,,
23219,07/03/2025 17:02:00,4.63,,,,,
23220,07/03/2025 17:03:00,4.59,,,,,
23221,07/03/2025 17:04:00,4.63,,,,,
23222,07/03/2025 17:05:00,4.59,,,,,
23223,07/03/2025 17:06:00,4.54,,,,,
23224,07/03/2025 17:07:00,4.59,,,,,
23225,07/03/2025 17:08:00,4.67,,,,,
23226,07/03/2025 17:09:00,4.67,,,,,
23227,07/03/2025 17:10:00,4.67,,,,,
23228,07/03/2025 17:11:00,4.63,,,,,
23229,07/03/2025 17:12:00,4.63,,,,,
23230,07/03/2025 17:13:00,4.54,,,,,
23231,07/03/2025 17:14:00,4.59,,,,,
23232,07/03/2025 17:15:00,4.59,,,,,
23233,07/03/2025 17:16:00,4.54,,,,,
23234,07/03/2025 17:17:00,4.59,,,,,
23235,07/03/2025 17:18:00,4.63,,,,,
23236,07/03/2025 17:19:00,4.63,,,,,
23237,07/03/2025 17:20:00,4.63,,,,,
23238,07/03/2025 17:21:00,4.59,,,,,
23239,07/03/2025 17:22:00,4.67,,,,,
23240,07/03/2025 17:23:00,4.63,,,,,
23241,07/03/2025 17:24:00,4.63,,,,,
23242,07/03/2025 17:25:00,4.63,,,,,
23243,07/03/2025 17:26:00,4.59,,,,,
23244,07/03/2025 17:27:00,4.63,,,,,
23245,07/03/2025 17:28:00,4.54,,,,,
23246,07/03/2025 17:29:00,4.54,,,,,
23247,07/03/2025 17:30:00,4.54,,,,,
23248,07/03/2025 17:31:00,4.54,,,,,
23249,07/03/2025 17:32:00,4.50,,,,,
23250,07/03/2025 17:33:00,4.54,,,,,
23251,07/03/2025 17:34:00,4.54,,,,,
23252,07/03/2025 17:35:00,4.54,,,,,
23253,07/03/2025 17:36:00,4.59,,,,,
23254,07/03/2025 17:37:00,4.50,,,,,
23255,07/03/2025 17:38:00,4.50,,,,,
23256,07/03/2025 17:39:00,4.54,,,,,
23257,07/03/2025 17:40:00,4.63,,,,,
23258,07/03/2025 17:41:00,4.59,,,,,
23259,07/03/2025 17:42:00,4.50,,,,,
23260,07/03/2025 17:43:00,4.50,,,,,
23261,07/03/2025 17:44:00,4.54,,,,,
23262,07/03/2025 17:45:00,4.50,,,,,
23263,07/03/2025 17:46:00,4.46,,,,,
23264,07/03/2025 17:47:00,4.37,,,,,
23265,07/03/2025 17:48:00,4.37,,,,,
23266,07/03/2025 17:49:00,4.37,,,,,
23267,07/03/2025 17:50:00,4.33,,,,,
23268,07/03/2025 17:51:00,4.37,,,,,
23269,07/03/2025 17:52:00,4.50,,,,,
23270,07/03/2025 17:53:00,4.50,,,,,
23271,07/03/2025 17:54:00,4.50,,,,,
23272,07/03/2025 17:55:00,4.54,,,,,
23273,07/03/2025 17:56:00,4.50,,,,,
23274,07/03/2025 17:57:00,4.50,,,,,
23275,07/03/2025 17:58:00,4.42,,,,,
23276,07/03/2025 17:59:00,4.42,,,,,
23277,07/03/2025 18:00:00,4.46,,,,,
23278,07/03/2025 18:01:00,4.50,,,,,
23279,07/03/2025 18:02:00,4.54,,,,,
