#,Date-Time (PDT),Temperature   (°C),Started,Host Connected,Button Down,Button Up,End of File
13107,06/26/2025 18:37:00,4.93,,,,,
13108,06/26/2025 18:38:00,4.89,,,,,
13109,06/26/2025 18:39:00,4.93,,,,,
13110,06/26/2025 18:40:00,4.93,,,,,
13111,06/26/2025 18:41:00,4.84,,,,,
13112,06/26/2025 18:42:00,4.76,,,,,
13113,06/26/2025 18:43:00,4.72,,,,,
13114,06/26/2025 18:44:00,4.59,,,,,
13115,06/26/2025 18:45:00,4.59,,,,,
13116,06/26/2025 18:46:00,4.59,,,,,
13117,06/26/2025 18:47:00,4.59,,,,,
13118,06/26/2025 18:48:00,4.46,,,,,
13119,06/26/2025 18:49:00,4.54,,,,,
13120,06/26/2025 18:50:00,4.54,,,,,
13121,06/26/2025 18:51:00,4.67,,,,,
13122,06/26/2025 18:52:00,4.76,,,,,
13123,06/26/2025 18:53:00,4.84,,,,,
13124,06/26/2025 18:54:00,4.80,,,,,
13125,06/26/2025 18:55:00,4.67,,,,,
13126,06/26/2025 18:56:00,4.63,,,,,
13127,06/26/2025 18:57:00,4.54,,,,,
13128,06/26/2025 18:58:00,4.50,,,,,
13129,06/26/2025 18:59:00,4.46,,,,,
13130,06/26/2025 19:00:00,4.42,,,,,
13131,06/26/2025 19:01:00,4.46,,,,,
13132,06/26/2025 19:02:00,4.54,,,,,
13133,06/26/2025 19:03:00,4.67,,,,,
13134,06/26/2025 19:04:00,4.89,,,,,
13135,06/26/2025 19:05:00,4.93,,,,,
13136,06/26/2025 19:06:00,4.97,,,,,
13137,06/26/2025 19:07:00,5.06,,,,,
13138,06/26/2025 19:08:00,5.19,,,,,
13139,06/26/2025 19:09:00,5.27,,,,,
13140,06/26/2025 19:10:00,5.23,,,,,
13141,06/26/2025 19:11:00,5.19,,,,,
13142,06/26/2025 19:12:00,5.19,,,,,
13143,06/26/2025 19:13:00,5.27,,,,,
13144,06/26/2025 19:14:00,5.27,,,,,
13145,06/26/2025 19:15:00,5.36,,,,,
13146,06/26/2025 19:16:00,5.36,,,,,
13147,06/26/2025 19:17:00,5.32,,,,,
13148,06/26/2025 19:18:00,5.32,,,,,
13149,06/26/2025 19:19:00,5.40,,,,,
13150,06/26/2025 19:20:00,5.27,,,,,
13151,06/26/2025 19:21:00,5.19,,,,,
13152,06/26/2025 19:22:00,5.15,,,,,
13153,06/26/2025 19:23:00,5.06,,,,,
13154,06/26/2025 19:24:00,5.10,,,,,
13155,06/26/2025 19:25:00,5.06,,,,,
13156,06/26/2025 19:26:00,5.02,,,,,
13157,06/26/2025 19:27:00,4.93,,,,,
13158,06/26/2025 19:28:00,4.80,,,,,
13159,06/26/2025 19:29:00,4.76,,,,,
13160,06/26/2025 19:30:00,4.59,,,,,
13161,06/26/2025 19:31:00,4.54,,,,,
13162,06/26/2025 19:32:00,4.50,,,,,
13163,06/26/2025 19:33:00,4.46,,,,,
13164,06/26/2025 19:34:00,4.42,,,,,
13165,06/26/2025 19:35:00,4.42,,,,,
13166,06/26/2025 19:36:00,4.46,,,,,
13167,06/26/2025 19:37:00,4.50,,,,,
13168,06/26/2025 19:38:00,4.42,,,,,
13169,06/26/2025 19:39:00,4.29,,,,,
13170,06/26/2025 19:40:00,4.20,,,,,
13171,06/26/2025 19:41:00,4.37,,,,,
13172,06/26/2025 19:42:00,4.37,,,,,
13173,06/26/2025 19:43:00,4.24,,,,,
13174,06/26/2025 19:44:00,4.29,,,,,
13175,06/26/2025 19:45:00,4.16,,,,,
13176,06/26/2025 19:46:00,4.29,,,,,
13177,06/26/2025 19:47:00,4.29,,,,,
13178,06/26/2025 19:48:00,4.29,,,,,
13179,06/26/2025 19:49:00,4.29,,,,,
13180,06/26/2025 19:50:00,4.37,,,,,
13181,06/26/2025 19:51:00,4.42,,,,,
13182,06/26/2025 19:52:00,4.46,,,,,
13183,06/26/2025 19:53:00,4.46,,,,,
13184,06/26/2025 19:54:00,4.54,,,,,
13185,06/26/2025 19:55:00,4.67,,,,,
13186,06/26/2025 19:56:00,4.63,,,,,
13187,06/26/2025 19:57:00,4.67,,,,,
13188,06/26/2025 19:58:00,4.54,,,,,
13189,06/26/2025 19:59:00,4.59,,,,,
13190,06/26/2025 20:00:00,4.63,,,,,
13191,06/26/2025 20:01:00,4.50,,,,,
13192,06/26/2025 20:02:00,4.46,,,,,
13193,06/26/2025 20:03:00,4.46,,,,,
13194,06/26/2025 20:04:00,4.29,,,,,
13195,06/26/2025 20:05:00,4.20,,,,,
13196,06/26/2025 20:06:00,4.20,,,,,
13197,06/26/2025 20:07:00,4.07,,,,,
13198,06/26/2025 20:08:00,4.12,,,,,
13199,06/26/2025 20:09:00,3.99,,,,,
13200,06/26/2025 20:10:00,3.90,,,,,
13201,06/26/2025 20:11:00,3.90,,,,,
13202,06/26/2025 20:12:00,3.77,,,,,
13203,06/26/2025 20:13:00,3.69,,,,,
13204,06/26/2025 20:14:00,3.64,,,,,
13205,06/26/2025 20:15:00,3.52,,,,,
13206,06/26/2025 20:16:00,3.47,,,,,
13207,06/26/2025 20:17:00,3.56,,,,,
13208,06/26/2025 20:18:00,3.69,,,,,
13209,06/26/2025 20:19:00,3.73,,,,,
13210,06/26/2025 20:20:00,3.77,,,,,
13211,06/26/2025 20:21:00,3.69,,,,,
13212,06/26/2025 20:22:00,3.60,,,,,
13213,06/26/2025 20:23:00,3.60,,,,,
13214,06/26/2025 20:24:00,3.69,,,,,
13215,06/26/2025 20:25:00,3.77,,,,,
13216,06/26/2025 20:26:00,3.82,,,,,
13217,06/26/2025 20:27:00,3.77,,,,,
13218,06/26/2025 20:28:00,3.77,,,,,
13219,06/26/2025 20:29:00,3.77,,,,,
13220,06/26/2025 20:30:00,3.77,,,,,
13221,06/26/2025 20:31:00,3.73,,,,,
13222,06/26/2025 20:32:00,3.73,,,,,
13223,06/26/2025 20:33:00,3.82,,,,,
13224,06/26/2025 20:34:00,3.82,,,,,
13225,06/26/2025 20:35:00,3.94,,,,,
13226,06/26/2025 20:36:00,4.03,,,,,
13227,06/26/2025 20:37:00,3.99,,,,,
13228,06/26/2025 20:38:00,3.99,,,,,
13229,06/26/2025 20:39:00,3.99,,,,,
13230,06/26/2025 20:40:00,3.99,,,,,
13231,06/26/2025 20:41:00,3.99,,,,,
13232,06/26/2025 20:42:00,3.94,,,,,
13233,06/26/2025 20:43:00,3.94,,,,,
13234,06/26/2025 20:44:00,4.03,,,,,
13235,06/26/2025 20:45:00,3.99,,,,,
13236,06/26/2025 20:46:00,4.12,,,,,
13237,06/26/2025 20:47:00,4.12,,,,,
13238,06/26/2025 20:48:00,4.07,,,,,
13239,06/26/2025 20:49:00,3.99,,,,,
13240,06/26/2025 20:50:00,3.99,,,,,
13241,06/26/2025 20:51:00,3.90,,,,,
13242,06/26/2025 20:52:00,3.94,,,,,
13243,06/26/2025 20:53:00,3.99,,,,,
13244,06/26/2025 20:54:00,3.94,,,,,
13245,06/26/2025 20:55:00,3.90,,,,,
13246,06/26/2025 20:56:00,3.86,,,,,
13247,06/26/2025 20:57:00,3.90,,,,,
13248,06/26/2025 20:58:00,3.99,,,,,
13249,06/26/2025 20:59:00,4.03,,,,,
13250,06/26/2025 21:00:00,4.03,,,,,
13251,06/26/2025 21:01:00,3.99,,,,,
13252,06/26/2025 21:02:00,3.99,,,,,
13253,06/26/2025 21:03:00,3.94,,,,,
13254,06/26/2025 21:04:00,3.94,,,,,
13255,06/26/2025 21:05:00,3.94,,,,,
13256,06/26/2025 21:06:00,3.90,,,,,
13257,06/26/2025 21:07:00,3.90,,,,,
13258,06/26/2025 21:08:00,3.86,,,,,
13259,06/26/2025 21:09:00,3.82,,,,,
13260,06/26/2025 21:10:00,3.90,,,,,
13261,06/26/2025 21:11:00,3.90,,,,,
13262,06/26/2025 21:12:00,3.94,,,,,
13263,06/26/2025 21:13:00,3.99,,,,,
13264,06/26/2025 21:14:00,4.07,,,,,
13265,06/26/2025 21:15:00,4.03,,,,,
13266,06/26/2025 21:16:00,4.24,,,,,
13267,06/26/2025 21:17:00,4.33,,,,,
13268,06/26/2025 21:18:00,4.37,,,,,
13269,06/26/2025 21:19:00,4.37,,,,,
13270,06/26/2025 21:20:00,4.29,,,,,
13271,06/26/2025 21:21:00,4.54,,,,,
13272,06/26/2025 21:22:00,4.72,,,,,
13273,06/26/2025 21:23:00,4.76,,,,,
13274,06/26/2025 21:24:00,4.76,,,,,
13275,06/26/2025 21:25:00,4.84,,,,,
13276,06/26/2025 21:26:00,4.67,,,,,
13277,06/26/2025 21:27:00,4.63,,,,,
13278,06/26/2025 21:28:00,4.59,,,,,
13279,06/26/2025 21:29:00,4.50,,,,,
13280,06/26/2025 21:30:00,4.50,,,,,
13281,06/26/2025 21:31:00,4.50,,,,,
13282,06/26/2025 21:32:00,4.37,,,,,
13283,06/26/2025 21:33:00,4.54,,,,,
13284,06/26/2025 21:34:00,4.67,,,,,
13285,06/26/2025 21:35:00,4.54,,,,,
13286,06/26/2025 21:36:00,4.46,,,,,
13287,06/26/2025 21:37:00,4.33,,,,,
13288,06/26/2025 21:38:00,4.24,,,,,
13289,06/26/2025 21:39:00,4.33,,,,,
13290,06/26/2025 21:40:00,4.54,,,,,
13291,06/26/2025 21:41:00,4.54,,,,,
13292,06/26/2025 21:42:00,4.46,,,,,
13293,06/26/2025 21:43:00,4.46,,,,,
13294,06/26/2025 21:44:00,4.54,,,,,
13295,06/26/2025 21:45:00,4.54,,,,,
13296,06/26/2025 21:46:00,4.46,,,,,
13297,06/26/2025 21:47:00,4.29,,,,,
13298,06/26/2025 21:48:00,4.24,,,,,
13299,06/26/2025 21:49:00,4.16,,,,,
13300,06/26/2025 21:50:00,4.37,,,,,
13301,06/26/2025 21:51:00,4.29,,,,,
13302,06/26/2025 21:52:00,4.16,,,,,
13303,06/26/2025 21:53:00,3.94,,,,,
13304,06/26/2025 21:54:00,3.77,,,,,
13305,06/26/2025 21:55:00,3.73,,,,,
13306,06/26/2025 21:56:00,3.64,,,,,
13307,06/26/2025 21:57:00,3.47,,,,,
13308,06/26/2025 21:58:00,3.43,,,,,
13309,06/26/2025 21:59:00,3.30,,,,,
13310,06/26/2025 22:00:00,3.21,,,,,
13311,06/26/2025 22:01:00,3.17,,,,,
13312,06/26/2025 22:02:00,3.17,,,,,
13313,06/26/2025 22:03:00,3.26,,,,,
13314,06/26/2025 22:04:00,3.21,,,,,
13315,06/26/2025 22:05:00,3.13,,,,,
13316,06/26/2025 22:06:00,2.96,,,,,
13317,06/26/2025 22:07:00,2.96,,,,,
13318,06/26/2025 22:08:00,2.96,,,,,
13319,06/26/2025 22:09:00,3.04,,,,,
13320,06/26/2025 22:10:00,3.04,,,,,
13321,06/26/2025 22:11:00,3.00,,,,,
13322,06/26/2025 22:12:00,2.91,,,,,
13323,06/26/2025 22:13:00,2.83,,,,,
13324,06/26/2025 22:14:00,2.79,,,,,
13325,06/26/2025 22:15:00,2.79,,,,,
13326,06/26/2025 22:16:00,2.79,,,,,
13327,06/26/2025 22:17:00,2.70,,,,,
13328,06/26/2025 22:18:00,2.66,,,,,
13329,06/26/2025 22:19:00,2.70,,,,,
13330,06/26/2025 22:20:00,2.66,,,,,
13331,06/26/2025 22:21:00,2.66,,,,,
13332,06/26/2025 22:22:00,2.57,,,,,
13333,06/26/2025 22:23:00,2.57,,,,,
13334,06/26/2025 22:24:00,2.49,,,,,
13335,06/26/2025 22:25:00,2.53,,,,,
13336,06/26/2025 22:26:00,2.49,,,,,
13337,06/26/2025 22:27:00,2.53,,,,,
13338,06/26/2025 22:28:00,2.53,,,,,
13339,06/26/2025 22:29:00,2.66,,,,,
13340,06/26/2025 22:30:00,2.79,,,,,
13341,06/26/2025 22:31:00,2.79,,,,,
13342,06/26/2025 22:32:00,2.83,,,,,
13343,06/26/2025 22:33:00,2.87,,,,,
13344,06/26/2025 22:34:00,2.91,,,,,
13345,06/26/2025 22:35:00,3.00,,,,,
13346,06/26/2025 22:36:00,3.00,,,,,
13347,06/26/2025 22:37:00,2.91,,,,,
13348,06/26/2025 22:38:00,2.87,,,,,
13349,06/26/2025 22:39:00,2.87,,,,,
13350,06/26/2025 22:40:00,2.87,,,,,
13351,06/26/2025 22:41:00,2.79,,,,,
13352,06/26/2025 22:42:00,2.70,,,,,
13353,06/26/2025 22:43:00,2.79,,,,,
13354,06/26/2025 22:44:00,2.96,,,,,
13355,06/26/2025 22:45:00,3.13,,,,,
13356,06/26/2025 22:46:00,3.00,,,,,
13357,06/26/2025 22:47:00,3.09,,,,,
13358,06/26/2025 22:48:00,3.09,,,,,
13359,06/26/2025 22:49:00,3.00,,,,,
13360,06/26/2025 22:50:00,3.04,,,,,
13361,06/26/2025 22:51:00,3.13,,,,,
13362,06/26/2025 22:52:00,3.21,,,,,
13363,06/26/2025 22:53:00,3.26,,,,,
13364,06/26/2025 22:54:00,3.34,,,,,
13365,06/26/2025 22:55:00,3.47,,,,,
13366,06/26/2025 22:56:00,3.43,,,,,
13367,06/26/2025 22:57:00,3.47,,,,,
13368,06/26/2025 22:58:00,3.52,,,,,
13369,06/26/2025 22:59:00,3.60,,,,,
13370,06/26/2025 23:00:00,3.60,,,,,
13371,06/26/2025 23:01:00,3.69,,,,,
13372,06/26/2025 23:02:00,3.56,,,,,
13373,06/26/2025 23:03:00,3.39,,,,,
13374,06/26/2025 23:04:00,3.21,,,,,
13375,06/26/2025 23:05:00,3.04,,,,,
13376,06/26/2025 23:06:00,3.00,,,,,
13377,06/26/2025 23:07:00,2.83,,,,,
13378,06/26/2025 23:08:00,2.79,,,,,
13379,06/26/2025 23:09:00,2.66,,,,,
13380,06/26/2025 23:10:00,2.61,,,,,
13381,06/26/2025 23:11:00,2.53,,,,,
13382,06/26/2025 23:12:00,2.53,,,,,
13383,06/26/2025 23:13:00,2.44,,,,,
13384,06/26/2025 23:14:00,2.40,,,,,
13385,06/26/2025 23:15:00,2.44,,,,,
13386,06/26/2025 23:16:00,2.40,,,,,
13387,06/26/2025 23:17:00,2.40,,,,,
13388,06/26/2025 23:18:00,2.36,,,,,
13389,06/26/2025 23:19:00,2.31,,,,,
13390,06/26/2025 23:20:00,2.31,,,,,
13391,06/26/2025 23:21:00,2.31,,,,,
13392,06/26/2025 23:22:00,2.31,,,,,
13393,06/26/2025 23:23:00,2.27,,,,,
13394,06/26/2025 23:24:00,2.19,,,,,
13395,06/26/2025 23:25:00,2.23,,,,,
13396,06/26/2025 23:26:00,2.14,,,,,
13397,06/26/2025 23:27:00,2.10,,,,,
13398,06/26/2025 23:28:00,2.10,,,,,
13399,06/26/2025 23:29:00,2.10,,,,,
13400,06/26/2025 23:30:00,2.01,,,,,
13401,06/26/2025 23:31:00,2.01,,,,,
13402,06/26/2025 23:32:00,2.06,,,,,
13403,06/26/2025 23:33:00,1.97,,,,,
13404,06/26/2025 23:34:00,2.01,,,,,
13405,06/26/2025 23:35:00,2.01,,,,,
13406,06/26/2025 23:36:00,1.97,,,,,
13407,06/26/2025 23:37:00,2.06,,,,,
13408,06/26/2025 23:38:00,2.06,,,,,
13409,06/26/2025 23:39:00,2.10,,,,,
13410,06/26/2025 23:40:00,2.19,,,,,
13411,06/26/2025 23:41:00,2.27,,,,,
13412,06/26/2025 23:42:00,2.44,,,,,
13413,06/26/2025 23:43:00,2.53,,,,,
13414,06/26/2025 23:44:00,2.74,,,,,
13415,06/26/2025 23:45:00,2.91,,,,,
13416,06/26/2025 23:46:00,2.96,,,,,
13417,06/26/2025 23:47:00,2.96,,,,,
13418,06/26/2025 23:48:00,2.96,,,,,
13419,06/26/2025 23:49:00,3.09,,,,,
13420,06/26/2025 23:50:00,3.21,,,,,
13421,06/26/2025 23:51:00,3.26,,,,,
13422,06/26/2025 23:52:00,3.43,,,,,
13423,06/26/2025 23:53:00,3.52,,,,,
13424,06/26/2025 23:54:00,3.60,,,,,
13425,06/26/2025 23:55:00,3.60,,,,,
13426,06/26/2025 23:56:00,3.64,,,,,
13427,06/26/2025 23:57:00,3.64,,,,,
13428,06/26/2025 23:58:00,3.60,,,,,
13429,06/26/2025 23:59:00,3.43,,,,,
13430,06/27/2025 00:00:00,3.39,,,,,
13431,06/27/2025 00:01:00,3.43,,,,,
13432,06/27/2025 00:02:00,3.47,,,,,
13433,06/27/2025 00:03:00,3.43,,,,,
13434,06/27/2025 00:04:00,3.47,,,,,
13435,06/27/2025 00:05:00,3.43,,,,,
13436,06/27/2025 00:06:00,3.39,,,,,
13437,06/27/2025 00:07:00,3.43,,,,,
13438,06/27/2025 00:08:00,3.52,,,,,
13439,06/27/2025 00:09:00,3.47,,,,,
13440,06/27/2025 00:10:00,3.43,,,,,
13441,06/27/2025 00:11:00,3.39,,,,,
13442,06/27/2025 00:12:00,3.43,,,,,
13443,06/27/2025 00:13:00,3.47,,,,,
13444,06/27/2025 00:14:00,3.52,,,,,
13445,06/27/2025 00:15:00,3.56,,,,,
13446,06/27/2025 00:16:00,3.60,,,,,
13447,06/27/2025 00:17:00,3.64,,,,,
13448,06/27/2025 00:18:00,3.82,,,,,
13449,06/27/2025 00:19:00,3.82,,,,,
13450,06/27/2025 00:20:00,3.64,,,,,
13451,06/27/2025 00:21:00,3.52,,,,,
13452,06/27/2025 00:22:00,3.43,,,,,
13453,06/27/2025 00:23:00,3.43,,,,,
13454,06/27/2025 00:24:00,3.26,,,,,
13455,06/27/2025 00:25:00,3.09,,,,,
13456,06/27/2025 00:26:00,3.17,,,,,
13457,06/27/2025 00:27:00,3.30,,,,,
13458,06/27/2025 00:28:00,3.39,,,,,
13459,06/27/2025 00:29:00,3.39,,,,,
13460,06/27/2025 00:30:00,3.34,,,,,
13461,06/27/2025 00:31:00,3.26,,,,,
13462,06/27/2025 00:32:00,3.21,,,,,
13463,06/27/2025 00:33:00,3.09,,,,,
13464,06/27/2025 00:34:00,3.04,,,,,
13465,06/27/2025 00:35:00,3.00,,,,,
13466,06/27/2025 00:36:00,3.00,,,,,
13467,06/27/2025 00:37:00,3.13,,,,,
13468,06/27/2025 00:38:00,3.30,,,,,
13469,06/27/2025 00:39:00,3.52,,,,,
13470,06/27/2025 00:40:00,3.47,,,,,
13471,06/27/2025 00:41:00,3.39,,,,,
13472,06/27/2025 00:42:00,3.39,,,,,
13473,06/27/2025 00:43:00,3.17,,,,,
13474,06/27/2025 00:44:00,3.04,,,,,
13475,06/27/2025 00:45:00,3.09,,,,,
13476,06/27/2025 00:46:00,3.09,,,,,
13477,06/27/2025 00:47:00,3.26,,,,,
13478,06/27/2025 00:48:00,3.26,,,,,
13479,06/27/2025 00:49:00,3.21,,,,,
13480,06/27/2025 00:50:00,3.13,,,,,
13481,06/27/2025 00:51:00,3.09,,,,,
13482,06/27/2025 00:52:00,3.00,,,,,
13483,06/27/2025 00:53:00,2.96,,,,,
13484,06/27/2025 00:54:00,3.13,,,,,
13485,06/27/2025 00:55:00,3.26,,,,,
13486,06/27/2025 00:56:00,3.26,,,,,
13487,06/27/2025 00:57:00,3.04,,,,,
13488,06/27/2025 00:58:00,2.87,,,,,
13489,06/27/2025 00:59:00,2.96,,,,,
13490,06/27/2025 01:00:00,2.91,,,,,
13491,06/27/2025 01:01:00,2.87,,,,,
13492,06/27/2025 01:02:00,3.04,,,,,
13493,06/27/2025 01:03:00,3.21,,,,,
13494,06/27/2025 01:04:00,3.47,,,,,
13495,06/27/2025 01:05:00,3.73,,,,,
13496,06/27/2025 01:06:00,3.82,,,,,
13497,06/27/2025 01:07:00,3.77,,,,,
13498,06/27/2025 01:08:00,3.60,,,,,
13499,06/27/2025 01:09:00,3.64,,,,,
13500,06/27/2025 01:10:00,3.77,,,,,
13501,06/27/2025 01:11:00,3.64,,,,,
13502,06/27/2025 01:12:00,3.73,,,,,
13503,06/27/2025 01:13:00,3.69,,,,,
13504,06/27/2025 01:14:00,3.64,,,,,
13505,06/27/2025 01:15:00,3.60,,,,,
13506,06/27/2025 01:16:00,3.73,,,,,
13507,06/27/2025 01:17:00,3.73,,,,,
13508,06/27/2025 01:18:00,3.56,,,,,
13509,06/27/2025 01:19:00,3.39,,,,,
13510,06/27/2025 01:20:00,3.34,,,,,
13511,06/27/2025 01:21:00,3.26,,,,,
13512,06/27/2025 01:22:00,3.21,,,,,
13513,06/27/2025 01:23:00,3.13,,,,,
13514,06/27/2025 01:24:00,3.00,,,,,
13515,06/27/2025 01:25:00,2.96,,,,,
13516,06/27/2025 01:26:00,2.87,,,,,
13517,06/27/2025 01:27:00,2.83,,,,,
13518,06/27/2025 01:28:00,2.91,,,,,
13519,06/27/2025 01:29:00,3.00,,,,,
13520,06/27/2025 01:30:00,3.04,,,,,
13521,06/27/2025 01:31:00,3.09,,,,,
13522,06/27/2025 01:32:00,3.00,,,,,
13523,06/27/2025 01:33:00,3.00,,,,,
13524,06/27/2025 01:34:00,3.00,,,,,
13525,06/27/2025 01:35:00,3.09,,,,,
13526,06/27/2025 01:36:00,3.21,,,,,
13527,06/27/2025 01:37:00,3.34,,,,,
13528,06/27/2025 01:38:00,3.39,,,,,
13529,06/27/2025 01:39:00,3.47,,,,,
13530,06/27/2025 01:40:00,3.47,,,,,
13531,06/27/2025 01:41:00,3.34,,,,,
13532,06/27/2025 01:42:00,3.34,,,,,
13533,06/27/2025 01:43:00,3.34,,,,,
13534,06/27/2025 01:44:00,3.21,,,,,
13535,06/27/2025 01:45:00,3.04,,,,,
13536,06/27/2025 01:46:00,3.00,,,,,
13537,06/27/2025 01:47:00,3.04,,,,,
13538,06/27/2025 01:48:00,3.04,,,,,
13539,06/27/2025 01:49:00,3.13,,,,,
13540,06/27/2025 01:50:00,3.13,,,,,
13541,06/27/2025 01:51:00,3.13,,,,,
13542,06/27/2025 01:52:00,3.13,,,,,
13543,06/27/2025 01:53:00,3.30,,,,,
13544,06/27/2025 01:54:00,3.34,,,,,
13545,06/27/2025 01:55:00,3.43,,,,,
13546,06/27/2025 01:56:00,3.52,,,,,
13547,06/27/2025 01:57:00,3.56,,,,,
13548,06/27/2025 01:58:00,3.64,,,,,
13549,06/27/2025 01:59:00,3.60,,,,,
13550,06/27/2025 02:00:00,3.56,,,,,
13551,06/27/2025 02:01:00,3.52,,,,,
13552,06/27/2025 02:02:00,3.47,,,,,
13553,06/27/2025 02:03:00,3.26,,,,,
13554,06/27/2025 02:04:00,3.13,,,,,
13555,06/27/2025 02:05:00,3.00,,,,,
13556,06/27/2025 02:06:00,2.87,,,,,
13557,06/27/2025 02:07:00,2.79,,,,,
13558,06/27/2025 02:08:00,2.79,,,,,
13559,06/27/2025 02:09:00,2.66,,,,,
13560,06/27/2025 02:10:00,2.66,,,,,
13561,06/27/2025 02:11:00,2.61,,,,,
13562,06/27/2025 02:12:00,2.61,,,,,
13563,06/27/2025 02:13:00,2.61,,,,,
13564,06/27/2025 02:14:00,2.61,,,,,
13565,06/27/2025 02:15:00,2.70,,,,,
13566,06/27/2025 02:16:00,2.79,,,,,
13567,06/27/2025 02:17:00,2.79,,,,,
13568,06/27/2025 02:18:00,2.83,,,,,
13569,06/27/2025 02:19:00,2.79,,,,,
13570,06/27/2025 02:20:00,2.79,,,,,
13571,06/27/2025 02:21:00,2.87,,,,,
13572,06/27/2025 02:22:00,2.74,,,,,
13573,06/27/2025 02:23:00,2.74,,,,,
13574,06/27/2025 02:24:00,2.70,,,,,
13575,06/27/2025 02:25:00,2.70,,,,,
13576,06/27/2025 02:26:00,2.79,,,,,
13577,06/27/2025 02:27:00,2.91,,,,,
13578,06/27/2025 02:28:00,2.79,,,,,
13579,06/27/2025 02:29:00,2.79,,,,,
13580,06/27/2025 02:30:00,2.96,,,,,
13581,06/27/2025 02:31:00,3.09,,,,,
13582,06/27/2025 02:32:00,3.09,,,,,
13583,06/27/2025 02:33:00,3.04,,,,,
13584,06/27/2025 02:34:00,3.13,,,,,
13585,06/27/2025 02:35:00,3.09,,,,,
13586,06/27/2025 02:36:00,3.04,,,,,
13587,06/27/2025 02:37:00,3.00,,,,,
13588,06/27/2025 02:38:00,2.91,,,,,
13589,06/27/2025 02:39:00,2.91,,,,,
13590,06/27/2025 02:40:00,3.09,,,,,
13591,06/27/2025 02:41:00,3.21,,,,,
13592,06/27/2025 02:42:00,3.26,,,,,
13593,06/27/2025 02:43:00,3.39,,,,,
13594,06/27/2025 02:44:00,3.30,,,,,
13595,06/27/2025 02:45:00,3.52,,,,,
13596,06/27/2025 02:46:00,3.56,,,,,
13597,06/27/2025 02:47:00,3.64,,,,,
13598,06/27/2025 02:48:00,3.60,,,,,
13599,06/27/2025 02:49:00,3.43,,,,,
13600,06/27/2025 02:50:00,3.30,,,,,
13601,06/27/2025 02:51:00,3.09,,,,,
13602,06/27/2025 02:52:00,2.87,,,,,
13603,06/27/2025 02:53:00,2.83,,,,,
13604,06/27/2025 02:54:00,2.79,,,,,
13605,06/27/2025 02:55:00,2.66,,,,,
13606,06/27/2025 02:56:00,2.66,,,,,
13607,06/27/2025 02:57:00,2.66,,,,,
13608,06/27/2025 02:58:00,2.74,,,,,
13609,06/27/2025 02:59:00,2.79,,,,,
13610,06/27/2025 03:00:00,2.83,,,,,
13611,06/27/2025 03:01:00,2.79,,,,,
13612,06/27/2025 03:02:00,2.79,,,,,
13613,06/27/2025 03:03:00,2.70,,,,,
13614,06/27/2025 03:04:00,2.61,,,,,
13615,06/27/2025 03:05:00,2.70,,,,,
13616,06/27/2025 03:06:00,2.91,,,,,
13617,06/27/2025 03:07:00,3.00,,,,,
13618,06/27/2025 03:08:00,3.04,,,,,
13619,06/27/2025 03:09:00,3.04,,,,,
13620,06/27/2025 03:10:00,2.91,,,,,
13621,06/27/2025 03:11:00,2.79,,,,,
13622,06/27/2025 03:12:00,2.70,,,,,
13623,06/27/2025 03:13:00,2.66,,,,,
13624,06/27/2025 03:14:00,2.66,,,,,
13625,06/27/2025 03:15:00,2.70,,,,,
13626,06/27/2025 03:16:00,2.74,,,,,
13627,06/27/2025 03:17:00,2.79,,,,,
13628,06/27/2025 03:18:00,2.79,,,,,
13629,06/27/2025 03:19:00,2.79,,,,,
13630,06/27/2025 03:20:00,2.79,,,,,
13631,06/27/2025 03:21:00,2.70,,,,,
13632,06/27/2025 03:22:00,2.61,,,,,
13633,06/27/2025 03:23:00,2.53,,,,,
13634,06/27/2025 03:24:00,2.40,,,,,
13635,06/27/2025 03:25:00,2.36,,,,,
13636,06/27/2025 03:26:00,2.40,,,,,
13637,06/27/2025 03:27:00,2.27,,,,,
13638,06/27/2025 03:28:00,2.14,,,,,
13639,06/27/2025 03:29:00,2.14,,,,,
13640,06/27/2025 03:30:00,2.14,,,,,
13641,06/27/2025 03:31:00,2.14,,,,,
13642,06/27/2025 03:32:00,2.06,,,,,
13643,06/27/2025 03:33:00,2.10,,,,,
13644,06/27/2025 03:34:00,2.10,,,,,
13645,06/27/2025 03:35:00,2.06,,,,,
13646,06/27/2025 03:36:00,2.06,,,,,
13647,06/27/2025 03:37:00,2.01,,,,,
13648,06/27/2025 03:38:00,1.97,,,,,
13649,06/27/2025 03:39:00,2.06,,,,,
13650,06/27/2025 03:40:00,2.01,,,,,
13651,06/27/2025 03:41:00,1.97,,,,,
13652,06/27/2025 03:42:00,1.97,,,,,
13653,06/27/2025 03:43:00,1.93,,,,,
13654,06/27/2025 03:44:00,1.97,,,,,
13655,06/27/2025 03:45:00,1.93,,,,,
13656,06/27/2025 03:46:00,1.88,,,,,
13657,06/27/2025 03:47:00,2.01,,,,,
13658,06/27/2025 03:48:00,2.06,,,,,
13659,06/27/2025 03:49:00,2.06,,,,,
13660,06/27/2025 03:50:00,2.06,,,,,
13661,06/27/2025 03:51:00,2.01,,,,,
13662,06/27/2025 03:52:00,1.97,,,,,
13663,06/27/2025 03:53:00,1.97,,,,,
13664,06/27/2025 03:54:00,1.93,,,,,
