"Plot Title: 10383462"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10383462, SEN S/N: 10383462)","Intensity, lum/ft² (LGR S/N: 10383462, SEN S/N: 10383462)","Coupler Attached (LGR S/N: 10383462, SEN S/N: 10383462)","Host Connected (LGR S/N: 10383462, SEN S/N: 10383462)","Stopped (LGR S/N: 10383462, SEN S/N: 10383462)","End Of File (LGR S/N: 10383462, SEN S/N: 10383462)"
2358,06/30/25 12:25:00 PM,39.947,0.0,,,,
2359,06/30/25 12:30:00 PM,39.573,0.0,,,,
2360,06/30/25 12:35:00 PM,39.573,0.0,,,,
2361,06/30/25 12:40:00 PM,39.573,0.0,,,,
2362,06/30/25 12:45:00 PM,39.947,0.0,,,,
2363,06/30/25 12:50:00 PM,40.321,0.0,,,,
2364,06/30/25 12:55:00 PM,41.254,0.0,,,,
2365,06/30/25 01:00:00 PM,42.363,0.0,,,,
2366,06/30/25 01:05:00 PM,46.008,0.0,,,,
2367,06/30/25 01:10:00 PM,46.188,0.0,,,,
2368,06/30/25 01:15:00 PM,47.624,0.0,,,,
2369,06/30/25 01:20:00 PM,46.008,0.0,,,,
2370,06/30/25 01:25:00 PM,44.379,0.0,,,,
2371,06/30/25 01:30:00 PM,44.195,0.0,,,,
2372,06/30/25 01:35:00 PM,44.742,0.0,,,,
2373,06/30/25 01:40:00 PM,45.466,0.0,,,,
2374,06/30/25 01:45:00 PM,44.013,0.0,,,,
2375,06/30/25 01:50:00 PM,45.648,0.0,,,,
2376,06/30/25 01:55:00 PM,44.195,0.0,,,,
2377,06/30/25 02:00:00 PM,45.286,0.0,,,,
2378,06/30/25 02:05:00 PM,47.624,0.0,,,,
2379,06/30/25 02:10:00 PM,47.088,0.0,,,,
2380,06/30/25 02:15:00 PM,46.908,0.0,,,,
2381,06/30/25 02:20:00 PM,46.548,0.0,,,,
2382,06/30/25 02:25:00 PM,45.286,0.0,,,,
2383,06/30/25 02:30:00 PM,44.560,0.0,,,,
2384,06/30/25 02:35:00 PM,44.379,0.0,,,,
2385,06/30/25 02:40:00 PM,43.831,0.0,,,,
2386,06/30/25 02:45:00 PM,43.099,0.0,,,,
2387,06/30/25 02:50:00 PM,42.548,0.0,,,,
2388,06/30/25 02:55:00 PM,42.732,0.0,,,,
2389,06/30/25 03:00:00 PM,42.915,0.0,,,,
2390,06/30/25 03:05:00 PM,44.560,0.0,,,,
2391,06/30/25 03:10:00 PM,45.466,0.0,,,,
2392,06/30/25 03:15:00 PM,43.466,0.0,,,,
2393,06/30/25 03:20:00 PM,42.915,0.0,,,,
2394,06/30/25 03:25:00 PM,42.548,0.0,,,,
2395,06/30/25 03:30:00 PM,41.994,0.0,,,,
2396,06/30/25 03:35:00 PM,42.363,0.0,,,,
2397,06/30/25 03:40:00 PM,41.810,0.0,,,,
2398,06/30/25 03:45:00 PM,42.179,0.0,,,,
2399,06/30/25 03:50:00 PM,41.439,0.0,,,,
2400,06/30/25 03:55:00 PM,41.067,0.0,,,,
2401,06/30/25 04:00:00 PM,40.881,0.0,,,,
2402,06/30/25 04:05:00 PM,40.509,0.0,,,,
2403,06/30/25 04:10:00 PM,40.509,0.0,,,,
2404,06/30/25 04:15:00 PM,40.881,0.0,,,,
2405,06/30/25 04:20:00 PM,40.881,0.0,,,,
2406,06/30/25 04:25:00 PM,41.254,0.0,,,,
2407,06/30/25 04:30:00 PM,41.994,0.0,,,,
2408,06/30/25 04:35:00 PM,41.994,0.0,,,,
2409,06/30/25 04:40:00 PM,41.994,0.0,,,,
2410,06/30/25 04:45:00 PM,41.625,0.0,,,,
2411,06/30/25 04:50:00 PM,41.254,0.0,,,,
2412,06/30/25 04:55:00 PM,41.810,0.0,,,,
2413,06/30/25 05:00:00 PM,41.625,0.0,,,,
2414,06/30/25 05:05:00 PM,41.625,0.0,,,,
2415,06/30/25 05:10:00 PM,41.439,0.0,,,,
2416,06/30/25 05:15:00 PM,41.254,0.0,,,,
2417,06/30/25 05:20:00 PM,43.466,0.0,,,,
2418,06/30/25 05:25:00 PM,44.195,0.0,,,,
2419,06/30/25 05:30:00 PM,42.179,0.0,,,,
2420,06/30/25 05:35:00 PM,40.509,0.0,,,,
2421,06/30/25 05:40:00 PM,39.760,0.0,,,,
2422,06/30/25 05:45:00 PM,39.007,0.0,,,,
2423,06/30/25 05:50:00 PM,38.440,0.0,,,,
2424,06/30/25 05:55:00 PM,38.061,0.0,,,,
2425,06/30/25 06:00:00 PM,37.679,0.0,,,,
2426,06/30/25 06:05:00 PM,38.061,0.0,,,,
2427,06/30/25 06:10:00 PM,38.061,0.0,,,,
2428,06/30/25 06:15:00 PM,37.679,0.0,,,,
2429,06/30/25 06:20:00 PM,38.061,0.0,,,,
2430,06/30/25 06:25:00 PM,38.061,0.0,,,,
2431,06/30/25 06:30:00 PM,37.679,0.0,,,,
2432,06/30/25 06:35:00 PM,38.061,0.0,,,,
2433,06/30/25 06:40:00 PM,37.870,0.0,,,,
2434,06/30/25 06:45:00 PM,37.870,0.0,,,,
2435,06/30/25 06:50:00 PM,37.488,0.0,,,,
2436,06/30/25 06:55:00 PM,37.488,0.0,,,,
2437,06/30/25 07:00:00 PM,37.297,0.0,,,,
2438,06/30/25 07:05:00 PM,36.723,0.0,,,,
2439,06/30/25 07:10:00 PM,36.723,0.0,,,,
2440,06/30/25 07:15:00 PM,37.297,0.0,,,,
2441,06/30/25 07:20:00 PM,36.723,0.0,,,,
2442,06/30/25 07:25:00 PM,36.914,0.0,,,,
2443,06/30/25 07:30:00 PM,37.488,0.0,,,,
2444,06/30/25 07:35:00 PM,37.870,0.0,,,,
2445,06/30/25 07:40:00 PM,37.679,0.0,,,,
2446,06/30/25 07:45:00 PM,37.679,0.0,,,,
2447,06/30/25 07:50:00 PM,36.531,0.0,,,,
2448,06/30/25 07:55:00 PM,35.564,0.0,,,,
2449,06/30/25 08:00:00 PM,35.370,0.0,,,,
2450,06/30/25 08:05:00 PM,35.758,0.0,,,,
2451,06/30/25 08:10:00 PM,35.758,0.0,,,,
2452,06/30/25 08:15:00 PM,36.145,0.0,,,,
2453,06/30/25 08:20:00 PM,36.723,0.0,,,,
2454,06/30/25 08:25:00 PM,36.723,0.0,,,,
2455,06/30/25 08:30:00 PM,36.145,0.0,,,,
2456,06/30/25 08:35:00 PM,35.951,0.0,,,,
2457,06/30/25 08:40:00 PM,36.145,0.0,,,,
2458,06/30/25 08:45:00 PM,35.951,0.0,,,,
2459,06/30/25 08:50:00 PM,36.145,0.0,,,,
2460,06/30/25 08:55:00 PM,35.564,0.0,,,,
2461,06/30/25 09:00:00 PM,35.370,0.0,,,,
2462,06/30/25 09:05:00 PM,35.564,0.0,,,,
2463,06/30/25 09:10:00 PM,35.758,0.0,,,,
2464,06/30/25 09:15:00 PM,36.338,0.0,,,,
2465,06/30/25 09:20:00 PM,36.914,0.0,,,,
2466,06/30/25 09:25:00 PM,35.951,0.0,,,,
2467,06/30/25 09:30:00 PM,36.145,0.0,,,,
2468,06/30/25 09:35:00 PM,36.338,0.0,,,,
2469,06/30/25 09:40:00 PM,36.914,0.0,,,,
2470,06/30/25 09:45:00 PM,36.723,0.0,,,,
2471,06/30/25 09:50:00 PM,35.758,0.0,,,,
2472,06/30/25 09:55:00 PM,35.370,0.0,,,,
2473,06/30/25 10:00:00 PM,35.564,0.0,,,,
2474,06/30/25 10:05:00 PM,35.564,0.0,,,,
2475,06/30/25 10:10:00 PM,35.370,0.0,,,,
2476,06/30/25 10:15:00 PM,35.758,0.0,,,,
2477,06/30/25 10:20:00 PM,35.951,0.0,,,,
2478,06/30/25 10:25:00 PM,36.338,0.0,,,,
2479,06/30/25 10:30:00 PM,35.564,0.0,,,,
2480,06/30/25 10:35:00 PM,35.370,0.0,,,,
2481,06/30/25 10:40:00 PM,34.981,0.0,,,,
2482,06/30/25 10:45:00 PM,34.981,0.0,,,,
2483,06/30/25 10:50:00 PM,35.175,0.0,,,,
2484,06/30/25 10:55:00 PM,35.564,0.0,,,,
2485,06/30/25 11:00:00 PM,35.370,0.0,,,,
2486,06/30/25 11:05:00 PM,35.951,0.0,,,,
2487,06/30/25 11:10:00 PM,36.723,0.0,,,,
2488,06/30/25 11:15:00 PM,35.758,0.0,,,,
2489,06/30/25 11:20:00 PM,35.370,0.0,,,,
2490,06/30/25 11:25:00 PM,35.758,0.0,,,,
2491,06/30/25 11:30:00 PM,36.145,0.0,,,,
2492,06/30/25 11:35:00 PM,35.951,0.0,,,,
2493,06/30/25 11:40:00 PM,35.758,0.0,,,,
2494,06/30/25 11:45:00 PM,36.145,0.0,,,,
2495,06/30/25 11:50:00 PM,36.531,0.0,,,,
2496,06/30/25 11:55:00 PM,35.758,0.0,,,,
2497,07/01/25 12:00:00 AM,36.145,0.0,,,,
2498,07/01/25 12:05:00 AM,35.951,0.0,,,,
2499,07/01/25 12:10:00 AM,35.951,0.0,,,,
2500,07/01/25 12:15:00 AM,36.145,0.0,,,,
2501,07/01/25 12:20:00 AM,36.338,0.0,,,,
2502,07/01/25 12:25:00 AM,35.564,0.0,,,,
2503,07/01/25 12:30:00 AM,35.758,0.0,,,,
2504,07/01/25 12:35:00 AM,35.370,0.0,,,,
2505,07/01/25 12:40:00 AM,34.981,0.0,,,,
2506,07/01/25 12:45:00 AM,34.981,0.0,,,,
2507,07/01/25 12:50:00 AM,35.175,0.0,,,,
2508,07/01/25 12:55:00 AM,35.758,0.0,,,,
2509,07/01/25 01:00:00 AM,35.951,0.0,,,,
2510,07/01/25 01:05:00 AM,36.914,0.0,,,,
2511,07/01/25 01:10:00 AM,36.531,0.0,,,,
2512,07/01/25 01:15:00 AM,35.564,0.0,,,,
2513,07/01/25 01:20:00 AM,35.758,0.0,,,,
2514,07/01/25 01:25:00 AM,35.951,0.0,,,,
2515,07/01/25 01:30:00 AM,35.951,0.0,,,,
2516,07/01/25 01:35:00 AM,35.758,0.0,,,,
2517,07/01/25 01:40:00 AM,35.758,0.0,,,,
2518,07/01/25 01:45:00 AM,36.145,0.0,,,,
2519,07/01/25 01:50:00 AM,36.723,0.0,,,,
2520,07/01/25 01:55:00 AM,36.531,0.0,,,,
2521,07/01/25 02:00:00 AM,36.914,0.0,,,,
2522,07/01/25 02:05:00 AM,36.338,0.0,,,,
2523,07/01/25 02:10:00 AM,37.107,0.0,,,,
2524,07/01/25 02:15:00 AM,36.914,0.0,,,,
2525,07/01/25 02:20:00 AM,36.145,0.0,,,,
2526,07/01/25 02:25:00 AM,35.951,0.0,,,,
2527,07/01/25 02:30:00 AM,36.914,0.0,,,,
2528,07/01/25 02:35:00 AM,37.870,0.0,,,,
2529,07/01/25 02:40:00 AM,37.488,0.0,,,,
2530,07/01/25 02:45:00 AM,35.951,0.0,,,,
2531,07/01/25 02:50:00 AM,35.175,0.0,,,,
2532,07/01/25 02:55:00 AM,35.175,0.0,,,,
2533,07/01/25 03:00:00 AM,35.758,0.0,,,,
2534,07/01/25 03:05:00 AM,36.531,0.0,,,,
2535,07/01/25 03:10:00 AM,36.338,0.0,,,,
2536,07/01/25 03:15:00 AM,36.338,0.0,,,,
2537,07/01/25 03:20:00 AM,35.951,0.0,,,,
2538,07/01/25 03:25:00 AM,36.145,0.0,,,,
2539,07/01/25 03:30:00 AM,35.951,0.0,,,,
2540,07/01/25 03:35:00 AM,35.951,0.0,,,,
2541,07/01/25 03:40:00 AM,35.564,0.0,,,,
2542,07/01/25 03:45:00 AM,35.758,0.0,,,,
2543,07/01/25 03:50:00 AM,35.564,0.0,,,,
2544,07/01/25 03:55:00 AM,35.758,0.0,,,,
2545,07/01/25 04:00:00 AM,35.951,0.0,,,,
2546,07/01/25 04:05:00 AM,36.531,0.0,,,,
2547,07/01/25 04:10:00 AM,35.564,0.0,,,,
2548,07/01/25 04:15:00 AM,35.370,0.0,,,,
2549,07/01/25 04:20:00 AM,35.370,0.0,,,,
2550,07/01/25 04:25:00 AM,35.564,0.0,,,,
2551,07/01/25 04:30:00 AM,35.951,0.0,,,,
2552,07/01/25 04:35:00 AM,35.951,0.0,,,,
2553,07/01/25 04:40:00 AM,37.297,0.0,,,,
2554,07/01/25 04:45:00 AM,37.297,0.0,,,,
2555,07/01/25 04:50:00 AM,36.914,0.0,,,,
2556,07/01/25 04:55:00 AM,36.723,0.0,,,,
2557,07/01/25 05:00:00 AM,36.914,0.0,,,,
2558,07/01/25 05:05:00 AM,37.107,0.0,,,,
2559,07/01/25 05:10:00 AM,36.338,0.0,,,,
2560,07/01/25 05:15:00 AM,36.914,0.0,,,,
2561,07/01/25 05:20:00 AM,36.723,0.0,,,,
2562,07/01/25 05:25:00 AM,36.723,0.0,,,,
2563,07/01/25 05:30:00 AM,36.723,0.0,,,,
2564,07/01/25 05:35:00 AM,36.723,0.0,,,,
2565,07/01/25 05:40:00 AM,37.107,0.0,,,,
2566,07/01/25 05:45:00 AM,36.914,0.0,,,,
2567,07/01/25 05:50:00 AM,36.531,0.0,,,,
2568,07/01/25 05:55:00 AM,36.531,0.0,,,,
2569,07/01/25 06:00:00 AM,36.914,0.0,,,,
2570,07/01/25 06:05:00 AM,36.914,0.0,,,,
2571,07/01/25 06:10:00 AM,36.723,0.0,,,,
2572,07/01/25 06:15:00 AM,36.338,0.0,,,,
2573,07/01/25 06:20:00 AM,36.723,0.0,,,,
2574,07/01/25 06:25:00 AM,36.914,0.0,,,,
2575,07/01/25 06:30:00 AM,36.145,0.0,,,,
2576,07/01/25 06:35:00 AM,37.107,0.0,,,,
2577,07/01/25 06:40:00 AM,37.870,0.0,,,,
2578,07/01/25 06:45:00 AM,37.679,0.0,,,,
2579,07/01/25 06:50:00 AM,38.818,0.0,,,,
2580,07/01/25 06:55:00 AM,38.250,0.0,,,,
2581,07/01/25 07:00:00 AM,38.629,0.0,,,,
2582,07/01/25 07:05:00 AM,38.818,0.0,,,,
2583,07/01/25 07:10:00 AM,38.250,0.0,,,,
2584,07/01/25 07:15:00 AM,37.679,0.0,,,,
2585,07/01/25 07:20:00 AM,37.870,0.0,,,,
2586,07/01/25 07:25:00 AM,38.250,0.0,,,,
2587,07/01/25 07:30:00 AM,38.061,0.0,,,,
2588,07/01/25 07:35:00 AM,37.870,0.0,,,,
2589,07/01/25 07:40:00 AM,37.870,0.0,,,,
2590,07/01/25 07:45:00 AM,38.250,0.0,,,,
2591,07/01/25 07:50:00 AM,37.679,0.0,,,,
2592,07/01/25 07:55:00 AM,37.870,0.0,,,,
2593,07/01/25 08:00:00 AM,39.760,0.0,,,,
2594,07/01/25 08:05:00 AM,38.818,0.0,,,,
2595,07/01/25 08:10:00 AM,38.061,0.0,,,,
2596,07/01/25 08:15:00 AM,38.440,0.0,,,,
2597,07/01/25 08:20:00 AM,38.629,0.0,,,,
2598,07/01/25 08:25:00 AM,38.250,0.0,,,,
2599,07/01/25 08:30:00 AM,38.250,0.0,,,,
2600,07/01/25 08:35:00 AM,38.818,0.0,,,,
2601,07/01/25 08:40:00 AM,39.573,0.0,,,,
2602,07/01/25 08:45:00 AM,39.573,0.0,,,,
2603,07/01/25 08:50:00 AM,39.760,0.0,,,,
2604,07/01/25 08:55:00 AM,40.134,0.0,,,,
2605,07/01/25 09:00:00 AM,40.696,0.0,,,,
2606,07/01/25 09:05:00 AM,40.509,0.0,,,,
2607,07/01/25 09:10:00 AM,40.509,0.0,,,,
2608,07/01/25 09:15:00 AM,40.509,0.0,,,,
2609,07/01/25 09:20:00 AM,40.509,0.0,,,,
2610,07/01/25 09:25:00 AM,40.509,0.0,,,,
2611,07/01/25 09:30:00 AM,40.509,0.0,,,,
2612,07/01/25 09:35:00 AM,39.573,0.0,,,,
2613,07/01/25 09:40:00 AM,38.818,0.0,,,,
2614,07/01/25 09:45:00 AM,39.573,0.0,,,,
2615,07/01/25 09:50:00 AM,41.254,0.0,,,,
2616,07/01/25 09:55:00 AM,42.363,0.0,,,,
2617,07/01/25 10:00:00 AM,42.363,0.0,,,,
2618,07/01/25 10:05:00 AM,42.548,0.0,,,,
2619,07/01/25 10:10:00 AM,41.625,0.0,,,,
2620,07/01/25 10:15:00 AM,39.573,0.0,,,,
2621,07/01/25 10:20:00 AM,39.384,0.0,,,,
2622,07/01/25 10:25:00 AM,41.067,0.0,,,,
2623,07/01/25 10:30:00 AM,43.282,0.0,,,,
2624,07/01/25 10:35:00 AM,43.466,0.0,,,,
2625,07/01/25 10:40:00 AM,41.994,0.0,,,,
2626,07/01/25 10:45:00 AM,40.321,0.0,,,,
2627,07/01/25 10:50:00 AM,39.007,0.0,,,,
2628,07/01/25 10:55:00 AM,39.196,0.0,,,,
2629,07/01/25 11:00:00 AM,39.760,0.0,,,,
2630,07/01/25 11:05:00 AM,40.134,0.0,,,,
2631,07/01/25 11:10:00 AM,40.321,0.0,,,,
2632,07/01/25 11:15:00 AM,40.696,0.0,,,,
2633,07/01/25 11:20:00 AM,41.625,0.0,,,,
2634,07/01/25 11:25:00 AM,41.254,0.0,,,,
2635,07/01/25 11:30:00 AM,41.254,0.0,,,,
2636,07/01/25 11:35:00 AM,41.439,0.0,,,,
2637,07/01/25 11:40:00 AM,43.648,0.0,,,,
2638,07/01/25 11:45:00 AM,44.742,0.0,,,,
2639,07/01/25 11:50:00 AM,47.088,0.0,,,,
2640,07/01/25 11:55:00 AM,46.728,0.0,,,,
2641,07/01/25 12:00:00 PM,45.466,0.0,,,,
2642,07/01/25 12:05:00 PM,45.648,0.0,,,,
2643,07/01/25 12:10:00 PM,45.466,0.0,,,,
2644,07/01/25 12:15:00 PM,44.922,0.0,,,,
2645,07/01/25 12:20:00 PM,44.013,0.0,,,,
2646,07/01/25 12:25:00 PM,46.369,0.0,,,,
2647,07/01/25 12:30:00 PM,48.160,0.0,,,,
2648,07/01/25 12:35:00 PM,48.871,0.0,,,,
2649,07/01/25 12:40:00 PM,44.922,0.0,,,,
2650,07/01/25 12:45:00 PM,44.379,0.0,,,,
2651,07/01/25 12:50:00 PM,43.648,0.0,,,,
2652,07/01/25 12:55:00 PM,42.548,0.0,,,,
2653,07/01/25 01:00:00 PM,42.732,0.0,,,,
2654,07/01/25 01:05:00 PM,42.363,0.0,,,,
2655,07/01/25 01:10:00 PM,41.994,0.0,,,,
2656,07/01/25 01:15:00 PM,43.099,0.0,,,,
2657,07/01/25 01:20:00 PM,43.648,0.0,,,,
2658,07/01/25 01:25:00 PM,43.282,0.0,,,,
2659,07/01/25 01:30:00 PM,44.922,0.0,,,,
2660,07/01/25 01:35:00 PM,46.188,0.0,,,,
2661,07/01/25 01:40:00 PM,47.624,0.0,,,,
2662,07/01/25 01:45:00 PM,47.266,0.0,,,,
2663,07/01/25 01:50:00 PM,47.802,0.0,,,,
2664,07/01/25 01:55:00 PM,48.871,0.0,,,,
2665,07/01/25 02:00:00 PM,49.759,0.0,,,,
2666,07/01/25 02:05:00 PM,49.404,0.0,,,,
2667,07/01/25 02:10:00 PM,49.759,0.0,,,,
2668,07/01/25 02:15:00 PM,51.346,0.0,,,,
2669,07/01/25 02:20:00 PM,48.871,0.0,,,,
2670,07/01/25 02:25:00 PM,46.188,0.0,,,,
2671,07/01/25 02:30:00 PM,46.008,0.0,,,,
2672,07/01/25 02:35:00 PM,48.339,0.0,,,,
2673,07/01/25 02:40:00 PM,48.160,0.0,,,,
2674,07/01/25 02:45:00 PM,45.104,0.0,,,,
2675,07/01/25 02:50:00 PM,44.195,0.0,,,,
2676,07/01/25 02:55:00 PM,43.648,0.0,,,,
2677,07/01/25 03:00:00 PM,44.379,0.0,,,,
2678,07/01/25 03:05:00 PM,43.648,0.0,,,,
2679,07/01/25 03:10:00 PM,43.466,0.0,,,,
2680,07/01/25 03:15:00 PM,45.286,0.0,,,,
2681,07/01/25 03:20:00 PM,47.088,0.0,,,,
2682,07/01/25 03:25:00 PM,48.517,0.0,,,,
2683,07/01/25 03:30:00 PM,47.802,0.0,,,,
2684,07/01/25 03:35:00 PM,48.517,0.0,,,,
2685,07/01/25 03:40:00 PM,50.466,0.0,,,,
2686,07/01/25 03:45:00 PM,46.548,0.0,,,,
2687,07/01/25 03:50:00 PM,43.648,0.0,,,,
2688,07/01/25 03:55:00 PM,42.363,0.0,,,,
2689,07/01/25 04:00:00 PM,41.625,0.0,,,,
2690,07/01/25 04:05:00 PM,42.363,0.0,,,,
2691,07/01/25 04:10:00 PM,42.548,0.0,,,,
2692,07/01/25 04:15:00 PM,42.548,0.0,,,,
2693,07/01/25 04:20:00 PM,42.548,0.0,,,,
2694,07/01/25 04:25:00 PM,43.466,0.0,,,,
2695,07/01/25 04:30:00 PM,43.466,0.0,,,,
2696,07/01/25 04:35:00 PM,42.548,0.0,,,,
2697,07/01/25 04:40:00 PM,41.994,0.0,,,,
2698,07/01/25 04:45:00 PM,40.881,0.0,,,,
2699,07/01/25 04:50:00 PM,40.321,0.0,,,,
2700,07/01/25 04:55:00 PM,40.134,0.0,,,,
2701,07/01/25 05:00:00 PM,40.696,0.0,,,,
2702,07/01/25 05:05:00 PM,40.509,0.0,,,,
2703,07/01/25 05:10:00 PM,40.696,0.0,,,,
2704,07/01/25 05:15:00 PM,41.254,0.0,,,,
2705,07/01/25 05:20:00 PM,42.732,0.0,,,,
2706,07/01/25 05:25:00 PM,42.363,0.0,,,,
2707,07/01/25 05:30:00 PM,41.067,0.0,,,,
2708,07/01/25 05:35:00 PM,40.696,0.0,,,,
2709,07/01/25 05:40:00 PM,40.509,0.0,,,,
2710,07/01/25 05:45:00 PM,40.696,0.0,,,,
2711,07/01/25 05:50:00 PM,39.573,0.0,,,,
2712,07/01/25 05:55:00 PM,39.947,0.0,,,,
2713,07/01/25 06:00:00 PM,39.760,0.0,,,,
2714,07/01/25 06:05:00 PM,39.196,0.0,,,,
2715,07/01/25 06:10:00 PM,39.384,0.0,,,,
2716,07/01/25 06:15:00 PM,40.509,0.0,,,,
2717,07/01/25 06:20:00 PM,40.509,0.0,,,,
2718,07/01/25 06:25:00 PM,38.818,0.0,,,,
2719,07/01/25 06:30:00 PM,37.870,0.0,,,,
2720,07/01/25 06:35:00 PM,37.870,0.0,,,,
2721,07/01/25 06:40:00 PM,37.679,0.0,,,,
2722,07/01/25 06:45:00 PM,38.250,0.0,,,,
2723,07/01/25 06:50:00 PM,39.007,0.0,,,,
2724,07/01/25 06:55:00 PM,41.067,0.0,,,,
2725,07/01/25 07:00:00 PM,42.548,0.0,,,,
2726,07/01/25 07:05:00 PM,40.881,0.0,,,,
2727,07/01/25 07:10:00 PM,40.321,0.0,,,,
2728,07/01/25 07:15:00 PM,39.196,0.0,,,,
2729,07/01/25 07:20:00 PM,39.760,0.0,,,,
2730,07/01/25 07:25:00 PM,40.134,0.0,,,,
2731,07/01/25 07:30:00 PM,38.440,0.0,,,,
2732,07/01/25 07:35:00 PM,37.297,0.0,,,,
2733,07/01/25 07:40:00 PM,36.914,0.0,,,,
2734,07/01/25 07:45:00 PM,36.914,0.0,,,,
2735,07/01/25 07:50:00 PM,36.914,0.0,,,,
2736,07/01/25 07:55:00 PM,37.488,0.0,,,,
2737,07/01/25 08:00:00 PM,36.723,0.0,,,,
2738,07/01/25 08:05:00 PM,36.531,0.0,,,,
2739,07/01/25 08:10:00 PM,36.914,0.0,,,,
2740,07/01/25 08:15:00 PM,37.488,0.0,,,,
2741,07/01/25 08:20:00 PM,37.488,0.0,,,,
2742,07/01/25 08:25:00 PM,37.107,0.0,,,,
2743,07/01/25 08:30:00 PM,37.107,0.0,,,,
2744,07/01/25 08:35:00 PM,36.723,0.0,,,,
2745,07/01/25 08:40:00 PM,36.338,0.0,,,,
2746,07/01/25 08:45:00 PM,36.338,0.0,,,,
2747,07/01/25 08:50:00 PM,37.107,0.0,,,,
2748,07/01/25 08:55:00 PM,37.107,0.0,,,,
2749,07/01/25 09:00:00 PM,36.145,0.0,,,,
2750,07/01/25 09:05:00 PM,35.951,0.0,,,,
2751,07/01/25 09:10:00 PM,36.145,0.0,,,,
2752,07/01/25 09:15:00 PM,36.145,0.0,,,,
2753,07/01/25 09:20:00 PM,35.564,0.0,,,,
2754,07/01/25 09:25:00 PM,35.175,0.0,,,,
2755,07/01/25 09:30:00 PM,35.175,0.0,,,,
2756,07/01/25 09:35:00 PM,34.981,0.0,,,,
2757,07/01/25 09:40:00 PM,35.370,0.0,,,,
2758,07/01/25 09:45:00 PM,35.758,0.0,,,,
2759,07/01/25 09:50:00 PM,35.370,0.0,,,,
2760,07/01/25 09:55:00 PM,34.786,0.0,,,,
2761,07/01/25 10:00:00 PM,34.981,0.0,,,,
2762,07/01/25 10:05:00 PM,35.175,0.0,,,,
2763,07/01/25 10:10:00 PM,35.175,0.0,,,,
2764,07/01/25 10:15:00 PM,35.370,0.0,,,,
2765,07/01/25 10:20:00 PM,35.758,0.0,,,,
2766,07/01/25 10:25:00 PM,35.758,0.0,,,,
2767,07/01/25 10:30:00 PM,35.175,0.0,,,,
2768,07/01/25 10:35:00 PM,34.786,0.0,,,,
2769,07/01/25 10:40:00 PM,34.786,0.0,,,,
2770,07/01/25 10:45:00 PM,35.175,0.0,,,,
2771,07/01/25 10:50:00 PM,35.564,0.0,,,,
2772,07/01/25 10:55:00 PM,35.175,0.0,,,,
2773,07/01/25 11:00:00 PM,34.786,0.0,,,,
2774,07/01/25 11:05:00 PM,34.981,0.0,,,,
2775,07/01/25 11:10:00 PM,35.564,0.0,,,,
2776,07/01/25 11:15:00 PM,35.951,0.0,,,,
2777,07/01/25 11:20:00 PM,36.723,0.0,,,,
2778,07/01/25 11:25:00 PM,36.914,0.0,,,,
2779,07/01/25 11:30:00 PM,36.531,0.0,,,,
2780,07/01/25 11:35:00 PM,35.370,0.0,,,,
2781,07/01/25 11:40:00 PM,34.981,0.0,,,,
2782,07/01/25 11:45:00 PM,34.590,0.0,,,,
2783,07/01/25 11:50:00 PM,35.175,0.0,,,,
2784,07/01/25 11:55:00 PM,35.175,0.0,,,,
2785,07/02/25 12:00:00 AM,35.564,0.0,,,,
2786,07/02/25 12:05:00 AM,35.564,0.0,,,,
2787,07/02/25 12:10:00 AM,35.370,0.0,,,,
2788,07/02/25 12:15:00 AM,34.981,0.0,,,,
2789,07/02/25 12:20:00 AM,34.590,0.0,,,,
2790,07/02/25 12:25:00 AM,34.786,0.0,,,,
2791,07/02/25 12:30:00 AM,34.786,0.0,,,,
2792,07/02/25 12:35:00 AM,35.370,0.0,,,,
2793,07/02/25 12:40:00 AM,35.758,0.0,,,,
2794,07/02/25 12:45:00 AM,35.175,0.0,,,,
2795,07/02/25 12:50:00 AM,35.175,0.0,,,,
2796,07/02/25 12:55:00 AM,35.564,0.0,,,,
2797,07/02/25 01:00:00 AM,35.951,0.0,,,,
2798,07/02/25 01:05:00 AM,35.951,0.0,,,,
2799,07/02/25 01:10:00 AM,35.564,0.0,,,,
2800,07/02/25 01:15:00 AM,35.370,0.0,,,,
2801,07/02/25 01:20:00 AM,35.370,0.0,,,,
2802,07/02/25 01:25:00 AM,35.564,0.0,,,,
2803,07/02/25 01:30:00 AM,35.758,0.0,,,,
2804,07/02/25 01:35:00 AM,35.370,0.0,,,,
2805,07/02/25 01:40:00 AM,34.981,0.0,,,,
2806,07/02/25 01:45:00 AM,34.394,0.0,,,,
2807,07/02/25 01:50:00 AM,34.198,0.0,,,,
2808,07/02/25 01:55:00 AM,34.394,0.0,,,,
2809,07/02/25 02:00:00 AM,34.590,0.0,,,,
2810,07/02/25 02:05:00 AM,34.786,0.0,,,,
2811,07/02/25 02:10:00 AM,34.981,0.0,,,,
2812,07/02/25 02:15:00 AM,35.175,0.0,,,,
2813,07/02/25 02:20:00 AM,35.175,0.0,,,,
2814,07/02/25 02:25:00 AM,34.981,0.0,,,,
2815,07/02/25 02:30:00 AM,34.786,0.0,,,,
2816,07/02/25 02:35:00 AM,34.394,0.0,,,,
