"Plot Title: D01 2m"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 22133646, SEN S/N: 22133646)","Host Connected (LGR S/N: 22133646, SEN S/N: 22133646)","Button Down (LGR S/N: 22133646, SEN S/N: 22133646)","Button Up (LGR S/N: 22133646, SEN S/N: 22133646)","End Of File (LGR S/N: 22133646, SEN S/N: 22133646)"
3852,06/24/25 09:28:00 AM,45.28,,,,
3853,06/24/25 09:29:00 AM,45.51,,,,
3854,06/24/25 09:30:00 AM,45.28,,,,
3855,06/24/25 09:31:00 AM,44.74,,,,
3856,06/24/25 09:32:00 AM,44.35,,,,
3857,06/24/25 09:33:00 AM,44.12,,,,
3858,06/24/25 09:34:00 AM,43.81,,,,
3859,06/24/25 09:35:00 AM,43.73,,,,
3860,06/24/25 09:36:00 AM,43.50,,,,
3861,06/24/25 09:37:00 AM,43.11,,,,
3862,06/24/25 09:38:00 AM,42.81,,,,
3863,06/24/25 09:39:00 AM,42.57,,,,
3864,06/24/25 09:40:00 AM,42.50,,,,
3865,06/24/25 09:41:00 AM,42.34,,,,
3866,06/24/25 09:42:00 AM,42.19,,,,
3867,06/24/25 09:43:00 AM,42.03,,,,
3868,06/24/25 09:44:00 AM,41.80,,,,
3869,06/24/25 09:45:00 AM,41.57,,,,
3870,06/24/25 09:46:00 AM,41.49,,,,
3871,06/24/25 09:47:00 AM,41.42,,,,
3872,06/24/25 09:48:00 AM,41.26,,,,
3873,06/24/25 09:49:00 AM,41.26,,,,
3874,06/24/25 09:50:00 AM,41.18,,,,
3875,06/24/25 09:51:00 AM,41.26,,,,
3876,06/24/25 09:52:00 AM,41.11,,,,
3877,06/24/25 09:53:00 AM,41.42,,,,
3878,06/24/25 09:54:00 AM,41.49,,,,
3879,06/24/25 09:55:00 AM,41.49,,,,
3880,06/24/25 09:56:00 AM,41.42,,,,
3881,06/24/25 09:57:00 AM,41.49,,,,
3882,06/24/25 09:58:00 AM,41.42,,,,
3883,06/24/25 09:59:00 AM,41.49,,,,
3884,06/24/25 10:00:00 AM,41.49,,,,
3885,06/24/25 10:01:00 AM,41.57,,,,
3886,06/24/25 10:02:00 AM,41.65,,,,
3887,06/24/25 10:03:00 AM,41.96,,,,
3888,06/24/25 10:04:00 AM,42.03,,,,
3889,06/24/25 10:05:00 AM,42.11,,,,
3890,06/24/25 10:06:00 AM,42.27,,,,
3891,06/24/25 10:07:00 AM,42.34,,,,
3892,06/24/25 10:08:00 AM,42.27,,,,
3893,06/24/25 10:09:00 AM,42.34,,,,
3894,06/24/25 10:10:00 AM,42.11,,,,
3895,06/24/25 10:11:00 AM,42.03,,,,
3896,06/24/25 10:12:00 AM,42.03,,,,
3897,06/24/25 10:13:00 AM,41.96,,,,
3898,06/24/25 10:14:00 AM,41.96,,,,
3899,06/24/25 10:15:00 AM,42.03,,,,
3900,06/24/25 10:16:00 AM,42.34,,,,
3901,06/24/25 10:17:00 AM,42.57,,,,
3902,06/24/25 10:18:00 AM,42.81,,,,
3903,06/24/25 10:19:00 AM,42.96,,,,
3904,06/24/25 10:20:00 AM,43.19,,,,
3905,06/24/25 10:21:00 AM,43.66,,,,
3906,06/24/25 10:22:00 AM,43.81,,,,
3907,06/24/25 10:23:00 AM,44.20,,,,
3908,06/24/25 10:24:00 AM,44.58,,,,
3909,06/24/25 10:25:00 AM,44.89,,,,
3910,06/24/25 10:26:00 AM,45.12,,,,
3911,06/24/25 10:27:00 AM,45.43,,,,
3912,06/24/25 10:28:00 AM,46.13,,,,
3913,06/24/25 10:29:00 AM,46.67,,,,
3914,06/24/25 10:30:00 AM,47.05,,,,
3915,06/24/25 10:31:00 AM,47.36,,,,
3916,06/24/25 10:32:00 AM,47.13,,,,
3917,06/24/25 10:33:00 AM,46.20,,,,
3918,06/24/25 10:34:00 AM,45.82,,,,
3919,06/24/25 10:35:00 AM,45.59,,,,
3920,06/24/25 10:36:00 AM,45.66,,,,
3921,06/24/25 10:37:00 AM,45.74,,,,
3922,06/24/25 10:38:00 AM,45.89,,,,
3923,06/24/25 10:39:00 AM,46.28,,,,
3924,06/24/25 10:40:00 AM,46.51,,,,
3925,06/24/25 10:41:00 AM,46.67,,,,
3926,06/24/25 10:42:00 AM,46.74,,,,
3927,06/24/25 10:43:00 AM,46.67,,,,
3928,06/24/25 10:44:00 AM,46.67,,,,
3929,06/24/25 10:45:00 AM,46.59,,,,
3930,06/24/25 10:46:00 AM,46.36,,,,
3931,06/24/25 10:47:00 AM,46.44,,,,
3932,06/24/25 10:48:00 AM,45.97,,,,
3933,06/24/25 10:49:00 AM,45.43,,,,
3934,06/24/25 10:50:00 AM,45.05,,,,
3935,06/24/25 10:51:00 AM,44.89,,,,
3936,06/24/25 10:52:00 AM,44.97,,,,
3937,06/24/25 10:53:00 AM,45.05,,,,
3938,06/24/25 10:54:00 AM,45.20,,,,
3939,06/24/25 10:55:00 AM,45.20,,,,
3940,06/24/25 10:56:00 AM,45.51,,,,
3941,06/24/25 10:57:00 AM,45.89,,,,
3942,06/24/25 10:58:00 AM,46.44,,,,
3943,06/24/25 10:59:00 AM,46.90,,,,
3944,06/24/25 11:00:00 AM,47.52,,,,
3945,06/24/25 11:01:00 AM,47.90,,,,
3946,06/24/25 11:02:00 AM,48.37,,,,
3947,06/24/25 11:03:00 AM,48.91,,,,
3948,06/24/25 11:04:00 AM,49.45,,,,
3949,06/24/25 11:05:00 AM,49.76,,,,
3950,06/24/25 11:06:00 AM,50.06,,,,
3951,06/24/25 11:07:00 AM,50.76,,,,
3952,06/24/25 11:08:00 AM,51.15,,,,
3953,06/24/25 11:09:00 AM,51.38,,,,
3954,06/24/25 11:10:00 AM,51.61,,,,
3955,06/24/25 11:11:00 AM,51.45,,,,
3956,06/24/25 11:12:00 AM,51.69,,,,
3957,06/24/25 11:13:00 AM,52.15,,,,
3958,06/24/25 11:14:00 AM,52.69,,,,
3959,06/24/25 11:15:00 AM,53.46,,,,
3960,06/24/25 11:16:00 AM,53.69,,,,
3961,06/24/25 11:17:00 AM,53.77,,,,
3962,06/24/25 11:18:00 AM,53.08,,,,
3963,06/24/25 11:19:00 AM,52.07,,,,
3964,06/24/25 11:20:00 AM,51.22,,,,
3965,06/24/25 11:21:00 AM,50.37,,,,
3966,06/24/25 11:22:00 AM,49.68,,,,
3967,06/24/25 11:23:00 AM,48.83,,,,
3968,06/24/25 11:24:00 AM,48.13,,,,
3969,06/24/25 11:25:00 AM,47.52,,,,
3970,06/24/25 11:26:00 AM,47.13,,,,
3971,06/24/25 11:27:00 AM,46.59,,,,
3972,06/24/25 11:28:00 AM,46.20,,,,
3973,06/24/25 11:29:00 AM,45.82,,,,
3974,06/24/25 11:30:00 AM,45.66,,,,
3975,06/24/25 11:31:00 AM,45.51,,,,
3976,06/24/25 11:32:00 AM,45.12,,,,
3977,06/24/25 11:33:00 AM,44.81,,,,
3978,06/24/25 11:34:00 AM,44.66,,,,
3979,06/24/25 11:35:00 AM,44.50,,,,
3980,06/24/25 11:36:00 AM,44.35,,,,
3981,06/24/25 11:37:00 AM,44.35,,,,
3982,06/24/25 11:38:00 AM,44.20,,,,
3983,06/24/25 11:39:00 AM,44.20,,,,
3984,06/24/25 11:40:00 AM,44.12,,,,
3985,06/24/25 11:41:00 AM,44.04,,,,
3986,06/24/25 11:42:00 AM,43.96,,,,
3987,06/24/25 11:43:00 AM,43.73,,,,
3988,06/24/25 11:44:00 AM,43.58,,,,
3989,06/24/25 11:45:00 AM,43.27,,,,
3990,06/24/25 11:46:00 AM,43.19,,,,
3991,06/24/25 11:47:00 AM,43.04,,,,
3992,06/24/25 11:48:00 AM,42.96,,,,
3993,06/24/25 11:49:00 AM,42.88,,,,
3994,06/24/25 11:50:00 AM,42.73,,,,
3995,06/24/25 11:51:00 AM,42.65,,,,
3996,06/24/25 11:52:00 AM,42.73,,,,
3997,06/24/25 11:53:00 AM,42.81,,,,
3998,06/24/25 11:54:00 AM,42.73,,,,
3999,06/24/25 11:55:00 AM,42.73,,,,
4000,06/24/25 11:56:00 AM,42.65,,,,
4001,06/24/25 11:57:00 AM,42.73,,,,
4002,06/24/25 11:58:00 AM,42.73,,,,
4003,06/24/25 11:59:00 AM,42.81,,,,
4004,06/24/25 12:00:00 PM,42.81,,,,
4005,06/24/25 12:01:00 PM,42.73,,,,
4006,06/24/25 12:02:00 PM,42.81,,,,
4007,06/24/25 12:03:00 PM,42.96,,,,
4008,06/24/25 12:04:00 PM,43.11,,,,
4009,06/24/25 12:05:00 PM,43.11,,,,
4010,06/24/25 12:06:00 PM,43.19,,,,
4011,06/24/25 12:07:00 PM,43.19,,,,
4012,06/24/25 12:08:00 PM,43.27,,,,
4013,06/24/25 12:09:00 PM,43.42,,,,
4014,06/24/25 12:10:00 PM,43.66,,,,
4015,06/24/25 12:11:00 PM,43.81,,,,
4016,06/24/25 12:12:00 PM,44.04,,,,
4017,06/24/25 12:13:00 PM,44.04,,,,
4018,06/24/25 12:14:00 PM,43.96,,,,
4019,06/24/25 12:15:00 PM,43.73,,,,
4020,06/24/25 12:16:00 PM,43.73,,,,
4021,06/24/25 12:17:00 PM,43.66,,,,
4022,06/24/25 12:18:00 PM,43.50,,,,
4023,06/24/25 12:19:00 PM,43.42,,,,
4024,06/24/25 12:20:00 PM,43.35,,,,
4025,06/24/25 12:21:00 PM,43.27,,,,
4026,06/24/25 12:22:00 PM,43.11,,,,
4027,06/24/25 12:23:00 PM,43.04,,,,
4028,06/24/25 12:24:00 PM,43.19,,,,
4029,06/24/25 12:25:00 PM,43.11,,,,
4030,06/24/25 12:26:00 PM,43.11,,,,
4031,06/24/25 12:27:00 PM,42.96,,,,
4032,06/24/25 12:28:00 PM,42.96,,,,
4033,06/24/25 12:29:00 PM,42.81,,,,
4034,06/24/25 12:30:00 PM,42.88,,,,
4035,06/24/25 12:31:00 PM,42.73,,,,
4036,06/24/25 12:32:00 PM,42.73,,,,
4037,06/24/25 12:33:00 PM,42.73,,,,
4038,06/24/25 12:34:00 PM,42.88,,,,
4039,06/24/25 12:35:00 PM,42.96,,,,
4040,06/24/25 12:36:00 PM,43.04,,,,
4041,06/24/25 12:37:00 PM,43.11,,,,
4042,06/24/25 12:38:00 PM,43.19,,,,
4043,06/24/25 12:39:00 PM,43.11,,,,
4044,06/24/25 12:40:00 PM,43.04,,,,
4045,06/24/25 12:41:00 PM,43.04,,,,
4046,06/24/25 12:42:00 PM,42.96,,,,
4047,06/24/25 12:43:00 PM,42.81,,,,
4048,06/24/25 12:44:00 PM,42.96,,,,
4049,06/24/25 12:45:00 PM,42.88,,,,
4050,06/24/25 12:46:00 PM,42.96,,,,
4051,06/24/25 12:47:00 PM,42.88,,,,
4052,06/24/25 12:48:00 PM,42.88,,,,
4053,06/24/25 12:49:00 PM,42.88,,,,
4054,06/24/25 12:50:00 PM,42.96,,,,
4055,06/24/25 12:51:00 PM,42.88,,,,
4056,06/24/25 12:52:00 PM,42.73,,,,
4057,06/24/25 12:53:00 PM,42.65,,,,
4058,06/24/25 12:54:00 PM,42.73,,,,
4059,06/24/25 12:55:00 PM,42.73,,,,
4060,06/24/25 12:56:00 PM,42.65,,,,
4061,06/24/25 12:57:00 PM,42.73,,,,
4062,06/24/25 12:58:00 PM,42.73,,,,
4063,06/24/25 12:59:00 PM,42.73,,,,
4064,06/24/25 01:00:00 PM,42.88,,,,
4065,06/24/25 01:01:00 PM,43.04,,,,
4066,06/24/25 01:02:00 PM,43.19,,,,
4067,06/24/25 01:03:00 PM,43.50,,,,
4068,06/24/25 01:04:00 PM,43.66,,,,
4069,06/24/25 01:05:00 PM,43.81,,,,
4070,06/24/25 01:06:00 PM,43.81,,,,
4071,06/24/25 01:07:00 PM,44.04,,,,
4072,06/24/25 01:08:00 PM,44.20,,,,
4073,06/24/25 01:09:00 PM,44.35,,,,
4074,06/24/25 01:10:00 PM,44.35,,,,
4075,06/24/25 01:11:00 PM,44.50,,,,
4076,06/24/25 01:12:00 PM,44.35,,,,
4077,06/24/25 01:13:00 PM,44.27,,,,
4078,06/24/25 01:14:00 PM,44.20,,,,
4079,06/24/25 01:15:00 PM,44.04,,,,
4080,06/24/25 01:16:00 PM,44.20,,,,
4081,06/24/25 01:17:00 PM,44.35,,,,
4082,06/24/25 01:18:00 PM,44.43,,,,
4083,06/24/25 01:19:00 PM,44.43,,,,
4084,06/24/25 01:20:00 PM,44.58,,,,
4085,06/24/25 01:21:00 PM,44.66,,,,
4086,06/24/25 01:22:00 PM,44.58,,,,
4087,06/24/25 01:23:00 PM,44.58,,,,
4088,06/24/25 01:24:00 PM,44.50,,,,
4089,06/24/25 01:25:00 PM,44.50,,,,
4090,06/24/25 01:26:00 PM,44.35,,,,
4091,06/24/25 01:27:00 PM,44.35,,,,
4092,06/24/25 01:28:00 PM,44.20,,,,
4093,06/24/25 01:29:00 PM,44.12,,,,
4094,06/24/25 01:30:00 PM,44.12,,,,
4095,06/24/25 01:31:00 PM,44.27,,,,
4096,06/24/25 01:32:00 PM,44.20,,,,
4097,06/24/25 01:33:00 PM,44.04,,,,
4098,06/24/25 01:34:00 PM,44.04,,,,
4099,06/24/25 01:35:00 PM,43.89,,,,
4100,06/24/25 01:36:00 PM,43.58,,,,
4101,06/24/25 01:37:00 PM,43.42,,,,
4102,06/24/25 01:38:00 PM,43.42,,,,
4103,06/24/25 01:39:00 PM,43.27,,,,
4104,06/24/25 01:40:00 PM,43.27,,,,
4105,06/24/25 01:41:00 PM,43.27,,,,
4106,06/24/25 01:42:00 PM,43.19,,,,
4107,06/24/25 01:43:00 PM,43.19,,,,
4108,06/24/25 01:44:00 PM,43.04,,,,
4109,06/24/25 01:45:00 PM,42.96,,,,
4110,06/24/25 01:46:00 PM,42.88,,,,
4111,06/24/25 01:47:00 PM,42.88,,,,
4112,06/24/25 01:48:00 PM,42.73,,,,
4113,06/24/25 01:49:00 PM,42.88,,,,
4114,06/24/25 01:50:00 PM,42.88,,,,
4115,06/24/25 01:51:00 PM,42.81,,,,
4116,06/24/25 01:52:00 PM,42.81,,,,
4117,06/24/25 01:53:00 PM,42.73,,,,
4118,06/24/25 01:54:00 PM,42.73,,,,
4119,06/24/25 01:55:00 PM,42.88,,,,
4120,06/24/25 01:56:00 PM,42.73,,,,
4121,06/24/25 01:57:00 PM,42.73,,,,
4122,06/24/25 01:58:00 PM,42.50,,,,
4123,06/24/25 01:59:00 PM,42.50,,,,
4124,06/24/25 02:00:00 PM,42.42,,,,
4125,06/24/25 02:01:00 PM,42.50,,,,
4126,06/24/25 02:02:00 PM,42.42,,,,
4127,06/24/25 02:03:00 PM,42.27,,,,
4128,06/24/25 02:04:00 PM,42.34,,,,
4129,06/24/25 02:05:00 PM,42.34,,,,
4130,06/24/25 02:06:00 PM,42.42,,,,
4131,06/24/25 02:07:00 PM,42.50,,,,
4132,06/24/25 02:08:00 PM,42.57,,,,
4133,06/24/25 02:09:00 PM,42.50,,,,
4134,06/24/25 02:10:00 PM,42.57,,,,
4135,06/24/25 02:11:00 PM,42.19,,,,
4136,06/24/25 02:12:00 PM,42.19,,,,
4137,06/24/25 02:13:00 PM,42.27,,,,
4138,06/24/25 02:14:00 PM,42.19,,,,
4139,06/24/25 02:15:00 PM,42.11,,,,
4140,06/24/25 02:16:00 PM,42.03,,,,
4141,06/24/25 02:17:00 PM,41.80,,,,
4142,06/24/25 02:18:00 PM,41.88,,,,
4143,06/24/25 02:19:00 PM,41.88,,,,
4144,06/24/25 02:20:00 PM,41.88,,,,
4145,06/24/25 02:21:00 PM,41.80,,,,
4146,06/24/25 02:22:00 PM,41.72,,,,
4147,06/24/25 02:23:00 PM,41.65,,,,
4148,06/24/25 02:24:00 PM,41.57,,,,
4149,06/24/25 02:25:00 PM,41.57,,,,
4150,06/24/25 02:26:00 PM,41.49,,,,
4151,06/24/25 02:27:00 PM,41.57,,,,
4152,06/24/25 02:28:00 PM,41.49,,,,
4153,06/24/25 02:29:00 PM,41.42,,,,
4154,06/24/25 02:30:00 PM,41.49,,,,
4155,06/24/25 02:31:00 PM,41.34,,,,
4156,06/24/25 02:32:00 PM,41.42,,,,
4157,06/24/25 02:33:00 PM,41.42,,,,
4158,06/24/25 02:34:00 PM,41.57,,,,
4159,06/24/25 02:35:00 PM,41.57,,,,
4160,06/24/25 02:36:00 PM,41.72,,,,
4161,06/24/25 02:37:00 PM,41.65,,,,
4162,06/24/25 02:38:00 PM,41.88,,,,
4163,06/24/25 02:39:00 PM,42.11,,,,
4164,06/24/25 02:40:00 PM,42.11,,,,
4165,06/24/25 02:41:00 PM,42.34,,,,
4166,06/24/25 02:42:00 PM,42.42,,,,
4167,06/24/25 02:43:00 PM,42.50,,,,
4168,06/24/25 02:44:00 PM,42.57,,,,
4169,06/24/25 02:45:00 PM,42.57,,,,
4170,06/24/25 02:46:00 PM,42.65,,,,
4171,06/24/25 02:47:00 PM,42.57,,,,
4172,06/24/25 02:48:00 PM,42.42,,,,
4173,06/24/25 02:49:00 PM,42.27,,,,
4174,06/24/25 02:50:00 PM,42.19,,,,
4175,06/24/25 02:51:00 PM,42.11,,,,
4176,06/24/25 02:52:00 PM,41.96,,,,
4177,06/24/25 02:53:00 PM,41.96,,,,
4178,06/24/25 02:54:00 PM,41.88,,,,
4179,06/24/25 02:55:00 PM,41.96,,,,
4180,06/24/25 02:56:00 PM,41.88,,,,
4181,06/24/25 02:57:00 PM,41.96,,,,
4182,06/24/25 02:58:00 PM,41.72,,,,
4183,06/24/25 02:59:00 PM,41.80,,,,
4184,06/24/25 03:00:00 PM,41.65,,,,
4185,06/24/25 03:01:00 PM,41.80,,,,
4186,06/24/25 03:02:00 PM,41.72,,,,
4187,06/24/25 03:03:00 PM,41.72,,,,
4188,06/24/25 03:04:00 PM,41.72,,,,
4189,06/24/25 03:05:00 PM,41.72,,,,
4190,06/24/25 03:06:00 PM,41.65,,,,
4191,06/24/25 03:07:00 PM,41.42,,,,
4192,06/24/25 03:08:00 PM,41.42,,,,
4193,06/24/25 03:09:00 PM,41.26,,,,
4194,06/24/25 03:10:00 PM,41.34,,,,
4195,06/24/25 03:11:00 PM,41.26,,,,
4196,06/24/25 03:12:00 PM,41.34,,,,
4197,06/24/25 03:13:00 PM,41.26,,,,
4198,06/24/25 03:14:00 PM,41.26,,,,
4199,06/24/25 03:15:00 PM,41.34,,,,
4200,06/24/25 03:16:00 PM,41.42,,,,
4201,06/24/25 03:17:00 PM,41.42,,,,
4202,06/24/25 03:18:00 PM,41.57,,,,
4203,06/24/25 03:19:00 PM,41.65,,,,
4204,06/24/25 03:20:00 PM,41.80,,,,
4205,06/24/25 03:21:00 PM,41.88,,,,
4206,06/24/25 03:22:00 PM,41.96,,,,
4207,06/24/25 03:23:00 PM,42.11,,,,
4208,06/24/25 03:24:00 PM,42.19,,,,
4209,06/24/25 03:25:00 PM,42.19,,,,
4210,06/24/25 03:26:00 PM,42.19,,,,
4211,06/24/25 03:27:00 PM,42.34,,,,
4212,06/24/25 03:28:00 PM,42.65,,,,
4213,06/24/25 03:29:00 PM,42.65,,,,
4214,06/24/25 03:30:00 PM,42.65,,,,
4215,06/24/25 03:31:00 PM,42.57,,,,
4216,06/24/25 03:32:00 PM,42.50,,,,
4217,06/24/25 03:33:00 PM,42.73,,,,
4218,06/24/25 03:34:00 PM,43.04,,,,
4219,06/24/25 03:35:00 PM,43.19,,,,
4220,06/24/25 03:36:00 PM,43.50,,,,
4221,06/24/25 03:37:00 PM,43.42,,,,
4222,06/24/25 03:38:00 PM,43.50,,,,
4223,06/24/25 03:39:00 PM,43.42,,,,
4224,06/24/25 03:40:00 PM,43.66,,,,
4225,06/24/25 03:41:00 PM,43.66,,,,
4226,06/24/25 03:42:00 PM,43.81,,,,
4227,06/24/25 03:43:00 PM,43.81,,,,
4228,06/24/25 03:44:00 PM,43.81,,,,
4229,06/24/25 03:45:00 PM,43.81,,,,
4230,06/24/25 03:46:00 PM,43.89,,,,
4231,06/24/25 03:47:00 PM,43.50,,,,
4232,06/24/25 03:48:00 PM,43.27,,,,
4233,06/24/25 03:49:00 PM,42.88,,,,
4234,06/24/25 03:50:00 PM,42.57,,,,
4235,06/24/25 03:51:00 PM,42.65,,,,
4236,06/24/25 03:52:00 PM,42.50,,,,
4237,06/24/25 03:53:00 PM,42.34,,,,
4238,06/24/25 03:54:00 PM,42.19,,,,
4239,06/24/25 03:55:00 PM,42.11,,,,
4240,06/24/25 03:56:00 PM,42.11,,,,
4241,06/24/25 03:57:00 PM,42.11,,,,
4242,06/24/25 03:58:00 PM,42.27,,,,
4243,06/24/25 03:59:00 PM,42.03,,,,
4244,06/24/25 04:00:00 PM,42.19,,,,
4245,06/24/25 04:01:00 PM,42.27,,,,
4246,06/24/25 04:02:00 PM,42.03,,,,
4247,06/24/25 04:03:00 PM,42.11,,,,
4248,06/24/25 04:04:00 PM,42.11,,,,
4249,06/24/25 04:05:00 PM,42.11,,,,
4250,06/24/25 04:06:00 PM,42.19,,,,
4251,06/24/25 04:07:00 PM,42.19,,,,
4252,06/24/25 04:08:00 PM,42.19,,,,
4253,06/24/25 04:09:00 PM,42.27,,,,
4254,06/24/25 04:10:00 PM,42.19,,,,
4255,06/24/25 04:11:00 PM,42.03,,,,
4256,06/24/25 04:12:00 PM,42.19,,,,
4257,06/24/25 04:13:00 PM,42.11,,,,
4258,06/24/25 04:14:00 PM,42.11,,,,
4259,06/24/25 04:15:00 PM,41.96,,,,
4260,06/24/25 04:16:00 PM,41.65,,,,
4261,06/24/25 04:17:00 PM,41.57,,,,
4262,06/24/25 04:18:00 PM,41.34,,,,
4263,06/24/25 04:19:00 PM,41.26,,,,
4264,06/24/25 04:20:00 PM,41.26,,,,
4265,06/24/25 04:21:00 PM,41.49,,,,
4266,06/24/25 04:22:00 PM,41.65,,,,
4267,06/24/25 04:23:00 PM,41.49,,,,
4268,06/24/25 04:24:00 PM,41.34,,,,
4269,06/24/25 04:25:00 PM,41.18,,,,
4270,06/24/25 04:26:00 PM,41.26,,,,
4271,06/24/25 04:27:00 PM,41.11,,,,
4272,06/24/25 04:28:00 PM,40.88,,,,
4273,06/24/25 04:29:00 PM,40.80,,,,
4274,06/24/25 04:30:00 PM,40.64,,,,
4275,06/24/25 04:31:00 PM,40.72,,,,
4276,06/24/25 04:32:00 PM,40.95,,,,
4277,06/24/25 04:33:00 PM,41.26,,,,
4278,06/24/25 04:34:00 PM,41.34,,,,
4279,06/24/25 04:35:00 PM,41.42,,,,
4280,06/24/25 04:36:00 PM,41.26,,,,
4281,06/24/25 04:37:00 PM,41.26,,,,
4282,06/24/25 04:38:00 PM,41.18,,,,
4283,06/24/25 04:39:00 PM,41.11,,,,
4284,06/24/25 04:40:00 PM,41.11,,,,
4285,06/24/25 04:41:00 PM,41.18,,,,
4286,06/24/25 04:42:00 PM,41.18,,,,
4287,06/24/25 04:43:00 PM,41.11,,,,
4288,06/24/25 04:44:00 PM,41.11,,,,
4289,06/24/25 04:45:00 PM,41.11,,,,
4290,06/24/25 04:46:00 PM,41.11,,,,
4291,06/24/25 04:47:00 PM,40.95,,,,
4292,06/24/25 04:48:00 PM,40.95,,,,
4293,06/24/25 04:49:00 PM,40.80,,,,
4294,06/24/25 04:50:00 PM,40.80,,,,
4295,06/24/25 04:51:00 PM,40.72,,,,
4296,06/24/25 04:52:00 PM,40.57,,,,
4297,06/24/25 04:53:00 PM,40.57,,,,
4298,06/24/25 04:54:00 PM,40.49,,,,
4299,06/24/25 04:55:00 PM,40.49,,,,
4300,06/24/25 04:56:00 PM,40.49,,,,
4301,06/24/25 04:57:00 PM,40.41,,,,
4302,06/24/25 04:58:00 PM,40.41,,,,
4303,06/24/25 04:59:00 PM,40.33,,,,
4304,06/24/25 05:00:00 PM,40.18,,,,
4305,06/24/25 05:01:00 PM,40.03,,,,
4306,06/24/25 05:02:00 PM,39.79,,,,
4307,06/24/25 05:03:00 PM,39.64,,,,
4308,06/24/25 05:04:00 PM,39.64,,,,
4309,06/24/25 05:05:00 PM,39.56,,,,
4310,06/24/25 05:06:00 PM,39.56,,,,
4311,06/24/25 05:07:00 PM,39.64,,,,
4312,06/24/25 05:08:00 PM,39.64,,,,
4313,06/24/25 05:09:00 PM,39.72,,,,
4314,06/24/25 05:10:00 PM,39.72,,,,
4315,06/24/25 05:11:00 PM,39.79,,,,
4316,06/24/25 05:12:00 PM,39.87,,,,
4317,06/24/25 05:13:00 PM,39.95,,,,
4318,06/24/25 05:14:00 PM,40.26,,,,
4319,06/24/25 05:15:00 PM,40.49,,,,
4320,06/24/25 05:16:00 PM,40.72,,,,
4321,06/24/25 05:17:00 PM,40.95,,,,
4322,06/24/25 05:18:00 PM,41.11,,,,
4323,06/24/25 05:19:00 PM,41.34,,,,
4324,06/24/25 05:20:00 PM,41.49,,,,
4325,06/24/25 05:21:00 PM,41.72,,,,
4326,06/24/25 05:22:00 PM,41.72,,,,
4327,06/24/25 05:23:00 PM,41.96,,,,
4328,06/24/25 05:24:00 PM,42.27,,,,
4329,06/24/25 05:25:00 PM,42.42,,,,
4330,06/24/25 05:26:00 PM,42.57,,,,
4331,06/24/25 05:27:00 PM,42.81,,,,
4332,06/24/25 05:28:00 PM,43.04,,,,
4333,06/24/25 05:29:00 PM,43.11,,,,
4334,06/24/25 05:30:00 PM,43.19,,,,
4335,06/24/25 05:31:00 PM,43.19,,,,
4336,06/24/25 05:32:00 PM,43.19,,,,
4337,06/24/25 05:33:00 PM,43.04,,,,
4338,06/24/25 05:34:00 PM,42.88,,,,
4339,06/24/25 05:35:00 PM,42.73,,,,
4340,06/24/25 05:36:00 PM,42.57,,,,
4341,06/24/25 05:37:00 PM,42.42,,,,
4342,06/24/25 05:38:00 PM,42.27,,,,
4343,06/24/25 05:39:00 PM,42.34,,,,
4344,06/24/25 05:40:00 PM,42.19,,,,
4345,06/24/25 05:41:00 PM,42.11,,,,
4346,06/24/25 05:42:00 PM,42.27,,,,
4347,06/24/25 05:43:00 PM,42.34,,,,
4348,06/24/25 05:44:00 PM,42.42,,,,
4349,06/24/25 05:45:00 PM,42.42,,,,
4350,06/24/25 05:46:00 PM,42.34,,,,
4351,06/24/25 05:47:00 PM,42.42,,,,
4352,06/24/25 05:48:00 PM,42.34,,,,
4353,06/24/25 05:49:00 PM,42.03,,,,
4354,06/24/25 05:50:00 PM,41.96,,,,
4355,06/24/25 05:51:00 PM,41.72,,,,
4356,06/24/25 05:52:00 PM,41.57,,,,
4357,06/24/25 05:53:00 PM,41.42,,,,
4358,06/24/25 05:54:00 PM,41.34,,,,
4359,06/24/25 05:55:00 PM,41.03,,,,
4360,06/24/25 05:56:00 PM,40.88,,,,
4361,06/24/25 05:57:00 PM,40.88,,,,
4362,06/24/25 05:58:00 PM,40.64,,,,
4363,06/24/25 05:59:00 PM,40.49,,,,
4364,06/24/25 06:00:00 PM,40.26,,,,
4365,06/24/25 06:01:00 PM,40.10,,,,
4366,06/24/25 06:02:00 PM,40.03,,,,
4367,06/24/25 06:03:00 PM,40.10,,,,
4368,06/24/25 06:04:00 PM,40.03,,,,
4369,06/24/25 06:05:00 PM,40.03,,,,
4370,06/24/25 06:06:00 PM,39.87,,,,
4371,06/24/25 06:07:00 PM,39.87,,,,
4372,06/24/25 06:08:00 PM,39.72,,,,
4373,06/24/25 06:09:00 PM,39.49,,,,
4374,06/24/25 06:10:00 PM,39.41,,,,
4375,06/24/25 06:11:00 PM,39.41,,,,
4376,06/24/25 06:12:00 PM,39.41,,,,
4377,06/24/25 06:13:00 PM,39.41,,,,
4378,06/24/25 06:14:00 PM,39.41,,,,
4379,06/24/25 06:15:00 PM,39.49,,,,
4380,06/24/25 06:16:00 PM,39.49,,,,
4381,06/24/25 06:17:00 PM,39.49,,,,
4382,06/24/25 06:18:00 PM,39.49,,,,
