Plot,Title:,10700599,,,,
497,6/16/22,17:00,56.599,66.301,53.735,48.852
498,6/16/22,17:15,57.29,63.176,54.397,48.009
499,6/16/22,17:30,58.626,61.848,55.126,46.998
500,6/16/22,17:45,58.152,68.443,55.015,47.121
501,6/16/22,18:00,60.046,68.443,56.221,45.423
502,6/16/22,18:15,62.661,63.903,57.168,44.143
503,6/16/22,18:30,61.72,66.173,57.418,43.694
504,6/16/22,18:45,61.848,66.772,57.501,43.624
505,6/16/22,19:00,61.205,64.117,57.171,43.978
506,6/16/22,19:15,62.019,63.732,57.587,43.418
507,6/16/22,19:30,60.861,65.102,57.018,44.114
508,6/16/22,19:45,60.69,59.83,56.959,43.552
509,6/16/22,20:00,61.032,60.474,56.574,43.716
510,6/16/22,20:15,58.755,60.861,56.192,43.529
511,6/16/22,20:30,58.971,61.419,56.395,43.571
512,6/16/22,20:45,58.755,62.191,56.64,44.291
513,6/16/22,21:00,57.765,59.358,56.178,45.161
514,6/16/22,21:15,57.031,57.506,55.994,44.141
515,6/16/22,21:30,56.426,56.122,55.873,43.632
516,6/16/22,21:45,54.343,53.515,54.536,44.973
517,6/16/22,22:00,53.515,52.029,54.093,44.32
518,6/16/22,22:15,52.903,51.413,53.568,44.901
519,6/16/22,22:30,53.166,51.501,53.712,44.926
520,6/16/22,22:45,52.947,51.678,53.634,45.373
521,6/16/22,23:00,52.554,51.413,53.292,46.015
522,6/16/22,23:15,52.817,51.325,53.402,45.574
523,6/16/22,23:30,52.729,51.37,53.384,45.371
524,6/16/22,23:45,53.253,52.115,54.093,42.466
525,6/17/22,0:00,52.903,52.072,54.073,41.955
526,6/17/22,0:15,52.86,51.984,53.962,45.643
527,6/17/22,0:30,52.16,51.062,53.123,47.239
528,6/17/22,0:45,52.554,51.721,53.568,47.454
529,6/17/22,1:00,52.423,51.589,53.514,48.023
530,6/17/22,1:15,52.203,51.37,53.373,47.086
531,6/17/22,1:30,52.291,50.092,53.051,46.972
532,6/17/22,1:45,52.291,50.445,53.065,44.674
533,6/17/22,2:00,52.16,51.062,53.037,44.822
534,6/17/22,2:15,51.94,50.664,52.911,45.078
535,6/17/22,2:30,51.94,50.841,52.983,44.294
536,6/17/22,2:45,52.029,50.974,53.316,43.745
537,6/17/22,3:00,51.895,50.797,53.249,43.78
538,6/17/22,3:15,51.852,50.752,53.137,44.022
539,6/17/22,3:30,51.413,50.576,53.051,44.201
540,6/17/22,3:45,51.458,50.002,52.867,42.8
541,6/17/22,4:00,52.335,50.621,53.2,41.355
542,6/17/22,4:15,52.817,50.445,53.568,41.54
543,6/17/22,4:30,53.472,50.664,53.798,41.924
544,6/17/22,4:45,53.951,50.664,53.901,41.648
545,6/17/22,5:00,54.865,50.576,54.122,42.827
546,6/17/22,5:15,56.426,50.709,54.315,43.107
547,6/17/22,5:30,58.239,51.062,54.662,43.899
548,6/17/22,5:45,60.775,51.325,55.492,42.753
549,6/17/22,6:00,61.804,51.721,56.298,40.89
550,6/17/22,6:15,59.788,51.721,56.458,41.798
551,6/17/22,6:30,63.819,52.335,57.573,41.183
552,6/17/22,6:45,65.872,53.035,57.607,40.568
553,6/17/22,7:00,63.689,58.109,57.88,39.425
554,6/17/22,7:15,65.017,59.185,58.248,40.401
555,6/17/22,7:30,68.484,62.49,60.202,38.441
556,6/17/22,7:45,68.913,67.285,61.839,36.724
557,6/17/22,8:00,66.13,70.029,61.23,37.762
558,6/17/22,8:15,64.76,71.404,60.087,38.791
559,6/17/22,8:30,66.515,70.029,60.796,38.221
560,6/17/22,8:45,64.074,76.028,59.85,38.701
561,6/17/22,9:00,67.114,73.904,61.592,37.214
562,6/17/22,9:15,70.846,68.356,63.619,35.25
563,6/17/22,9:30,72.394,69.343,62.769,36.481
564,6/17/22,9:45,70.029,66.344,60.771,39.446
565,6/17/22,10:00,71.19,68.227,60.676,39.902
566,6/17/22,10:15,68.443,68.227,61.081,40.284
567,6/17/22,10:30,64.375,65.059,58.557,45.397
568,6/17/22,10:45,64.332,65.701,58.469,47.071
569,6/17/22,11:00,67.798,68.657,59.054,45.275
570,6/17/22,11:15,68.571,71.317,59.967,43.934
571,6/17/22,11:30,66.173,67.671,59.074,47.109
572,6/17/22,11:45,64.161,65.574,57.668,49.911
573,6/17/22,12:00,63.648,65.745,57.259,52.543
574,6/17/22,12:15,65.273,68.484,58.219,51.662
575,6/17/22,12:30,62.661,66.214,57.427,52.332
576,6/17/22,12:45,62.791,66.814,57.38,51.925
577,6/17/22,13:00,62.062,66.943,57.355,52.01
578,6/17/22,13:15,62.319,67.627,57.317,52.496
579,6/17/22,13:30,60.861,66.686,56.511,53.993
580,6/17/22,13:45,60.561,66.857,56.637,54.516
581,6/17/22,14:00,60.303,67.242,56.669,55.657
582,6/17/22,14:15,59.486,64.76,55.994,58.59
583,6/17/22,14:30,58.842,63.862,55.454,58.833
584,6/17/22,14:45,58.712,64.204,54.774,58.369
585,6/17/22,15:00,58.195,63.819,54.986,58.904
586,6/17/22,15:15,57.936,63.775,55.02,56.144
587,6/17/22,15:30,57.592,63.648,55.02,53.835
588,6/17/22,15:45,57.979,63.475,55.092,51.942
589,6/17/22,16:00,57.247,61.506,54.102,54.603
590,6/17/22,16:15,56.728,61.59,53.924,52.157
591,6/17/22,16:30,56.34,60.517,53.973,52.52
592,6/17/22,16:45,56.295,60.174,53.677,53.591
593,6/17/22,17:00,56.556,60.217,54.025,53.469
594,6/17/22,17:15,56.512,60.132,54.036,54.479
595,6/17/22,17:30,55.776,59.229,53.614,54.755
596,6/17/22,17:45,55.906,59.229,53.596,55.555
597,6/17/22,18:00,55.213,58.023,53.123,55.938
598,6/17/22,18:15,54.909,57.765,52.92,56.562
599,6/17/22,18:30,54.909,57.42,52.963,57.185
600,6/17/22,18:45,55.168,58.195,53.1,56.965
601,6/17/22,19:00,54.995,57.679,53.094,56.664
602,6/17/22,19:15,54.995,58.282,53.094,56.133
603,6/17/22,19:30,54.212,56.728,52.684,56.312
604,6/17/22,19:45,53.776,56.122,52.36,56.793
605,6/17/22,20:00,52.903,55.125,51.849,57.853
606,6/17/22,20:15,51.105,52.641,50.666,62.258
607,6/17/22,20:30,50.929,52.335,50.536,63.656
608,6/17/22,20:45,50.576,51.852,50.319,62.245
609,6/17/22,21:00,49.561,50.533,49.595,63.175
610,6/17/22,21:15,48.762,49.116,48.886,66.888
611,6/17/22,21:30,48.85,48.938,49.127,68.095
612,6/17/22,21:45,47.871,48.405,48.335,70.411
613,6/17/22,22:00,48.049,48.538,48.582,68.347
614,6/17/22,22:15,48.004,48.227,48.529,68.255
615,6/17/22,22:30,47.959,47.781,48.447,70.257
616,6/17/22,22:45,48.227,48.004,48.679,70.08
617,6/17/22,23:00,48.004,47.691,48.504,69.921
618,6/17/22,23:15,47.691,47.289,48.234,70.739
619,6/17/22,23:30,47.422,46.974,47.955,71.669
620,6/17/22,23:45,47.422,46.571,47.984,71.893
621,6/18/22,0:00,47.781,46.391,48.277,68.914
622,6/18/22,0:15,47.422,46.931,48.346,66.3
623,6/18/22,0:30,48.004,47.602,48.808,65.371
624,6/18/22,0:45,47.647,46.391,48.22,67.697
625,6/18/22,1:00,47.826,46.751,48.475,66.363
626,6/18/22,1:15,47.736,46.616,48.384,66.178
627,6/18/22,1:30,47.647,46.886,48.486,64.842
628,6/18/22,1:45,47.557,47.109,48.538,64.39
629,6/18/22,2:00,47.781,46.886,48.625,64.659
630,6/18/22,2:15,47.467,46.211,48.243,65.85
631,6/18/22,2:30,47.064,46.121,47.775,67.565
632,6/18/22,2:45,47.019,46.346,47.806,68.351
633,6/18/22,3:00,47.289,45.941,48.099,68.005
634,6/18/22,3:15,47.199,45.896,48.027,68.962
635,6/18/22,3:30,47.019,45.896,47.829,69.323
636,6/18/22,3:45,47.154,45.941,47.892,69.377
637,6/18/22,4:00,47.064,45.761,47.757,69.189
638,6/18/22,4:15,47.109,45.761,47.665,67.269
639,6/18/22,4:30,48.583,46.076,48.789,62.329
640,6/18/22,4:45,49.204,46.436,49.156,59.377
641,6/18/22,5:00,50.576,46.931,49.75,56.04
642,6/18/22,5:15,52.466,47.557,50.112,56.266
643,6/18/22,5:30,53.69,47.467,49.919,59.675
644,6/18/22,5:45,56.469,47.647,50.585,61.798
645,6/18/22,6:00,57.247,47.959,51.019,64.286
646,6/18/22,6:15,59.873,48.538,52.041,64.327
647,6/18/22,6:30,64.074,50.002,54.291,50.605
648,6/18/22,6:45,63.433,50.929,54.05,52.589
649,6/18/22,7:00,61.376,57.765,54.248,55.908
650,6/18/22,7:15,63.561,58.498,53.683,55.532
651,6/18/22,7:30,58.626,57.117,52.799,60.447
652,6/18/22,7:45,58.582,56.34,51.048,65.525
653,6/18/22,8:00,58.152,58.195,52.032,63.037
654,6/18/22,8:15,59.659,59.529,52.495,61.469
655,6/18/22,8:30,61.162,60.561,53.017,61.297
656,6/18/22,8:45,58.541,58.928,52.239,63.716
657,6/18/22,9:00,59.659,60.39,52.848,62.763
658,6/18/22,9:15,62.233,62.319,54.165,60.339
659,6/18/22,9:30,61.075,63.262,53.735,61.315
660,6/18/22,9:45,60.861,63.648,52.824,63.014
661,6/18/22,10:00,65.615,68.099,55.044,59.298
662,6/18/22,10:15,60.561,65.316,54.412,60.571
663,6/18/22,10:30,60.861,65.23,54.145,61.569
664,6/18/22,10:45,61.891,65.574,53.886,64.652
665,6/18/22,11:00,62.019,65.444,54.165,64.416
666,6/18/22,11:15,62.661,67.842,54.464,63.7
667,6/18/22,11:30,63.775,65.788,52.891,67.175
668,6/18/22,11:45,61.848,66.686,51.67,72.242
669,6/18/22,12:00,60.948,65.444,51.053,74.467
670,6/18/22,12:15,60.174,66.258,50.961,74.673
671,6/18/22,12:30,60.433,66.943,53.316,66.996
672,6/18/22,12:45,59.014,65.872,51.748,71.203
673,6/18/22,13:00,58.842,66.558,51.843,71.904
674,6/18/22,13:15,57.936,63.475,52.273,70.416
675,6/18/22,13:30,60.046,65.145,51.82,71.722
676,6/18/22,13:45,60.174,66.515,51.573,71.374
677,6/18/22,14:00,56.815,62.49,50.232,75.071
678,6/18/22,14:15,61.205,67.842,52.902,69.932
679,6/18/22,14:30,56.556,63.518,51.699,70.979
680,6/18/22,14:45,53.078,63.475,49.514,76.435
681,6/18/22,15:00,58.325,64.375,51.94,71.25
682,6/18/22,15:15,58.325,63.347,51.13,72.743
683,6/18/22,15:30,57.333,62.704,50.358,73.526
684,6/18/22,15:45,57.29,62.834,51.197,72.551
685,6/18/22,16:00,54.082,58.582,49.383,77.606
686,6/18/22,16:15,52.597,57.85,48.596,79.747
687,6/18/22,16:30,51.852,56.035,48.013,80.766
688,6/18/22,16:45,51.94,55.213,48.225,81.082
689,6/18/22,17:00,51.852,55.819,48.191,80.027
690,6/18/22,17:15,51.809,56.728,48.731,78.129
691,6/18/22,17:30,51.721,56.642,48.346,78.84
692,6/18/22,17:45,49.87,53.515,46.999,82.432
693,6/18/22,18:00,48.405,51.984,46.17,84.063
694,6/18/22,18:15,47.602,51.458,45.763,84.68
695,6/18/22,18:30,46.166,49.204,44.508,87.126
696,6/18/22,18:45,47.691,51.852,45.45,83.349
697,6/18/22,19:00,46.526,50.664,44.866,85.13
698,6/18/22,19:15,46.841,50.488,44.794,84.941
699,6/18/22,19:30,47.334,51.017,45.401,83.839
700,6/18/22,19:45,45.579,48.805,44.103,87.292
701,6/18/22,20:00,46.391,50.311,44.706,86.563
702,6/18/22,20:15,46.616,52.246,44.915,86.108
703,6/18/22,20:30,43.259,45.986,42.883,91.983
704,6/18/22,20:45,45.489,47.467,44.094,87.663
705,6/18/22,21:00,44.856,46.436,44.137,85.792
706,6/18/22,21:15,43.99,45.851,43.66,87.108
707,6/18/22,21:30,43.03,44.674,43.225,89.358
708,6/18/22,21:45,43.396,44.627,43.365,90.369
709,6/18/22,22:00,43.03,43.853,43.147,91.032
710,6/18/22,22:15,42.755,43.443,42.96,91.301
711,6/18/22,22:30,42.57,43.351,42.757,92.871
712,6/18/22,22:45,42.386,43.167,42.57,93.541
713,6/18/22,23:00,42.386,43.03,42.496,93.895
714,6/18/22,23:15,42.247,42.847,42.318,94.046
715,6/18/22,23:30,42.341,43.075,42.337,94.491
716,6/18/22,23:45,42.247,43.03,42.159,95.631
717,6/19/22,0:00,41.832,42.708,41.797,96.46
718,6/19/22,0:15,41.878,42.57,41.801,96.429
719,6/19/22,0:30,41.832,42.478,41.884,96.236
720,6/19/22,0:45,41.693,42.202,41.754,96.199
721,6/19/22,1:00,41.554,42.109,41.652,95.654
722,6/19/22,1:15,41.137,41.832,41.194,98.37
723,6/19/22,1:30,40.998,41.693,40.908,99.883
724,6/19/22,1:45,40.998,41.693,40.885,99.986
725,6/19/22,2:00,40.905,41.554,40.784,99.86
726,6/19/22,2:15,40.719,41.322,40.6,99.997
727,6/19/22,2:30,40.532,40.998,40.393,99.997
728,6/19/22,2:45,40.204,40.579,40.041,99.997
729,6/19/22,3:00,39.877,40.345,39.771,99.997
730,6/19/22,3:15,39.783,40.204,39.639,99.997
731,6/19/22,3:30,39.596,40.064,39.484,99.997
732,6/19/22,3:45,39.454,39.924,39.375,99.997
733,6/19/22,4:00,39.22,39.69,39.137,99.997
734,6/19/22,4:15,39.124,39.454,38.993,99.997
735,6/19/22,4:30,39.031,39.407,38.896,99.997
736,6/19/22,4:45,39.031,39.502,38.853,99.997
737,6/19/22,5:00,38.889,39.36,38.786,99.997
738,6/19/22,5:15,38.889,39.22,38.718,99.997
739,6/19/22,5:30,38.7,39.031,38.563,99.997
740,6/19/22,5:45,38.795,39.078,38.568,99.997
741,6/19/22,6:00,38.748,39.031,38.534,99.997
742,6/19/22,6:15,38.464,38.795,38.197,99.997
743,6/19/22,6:30,38.653,38.937,38.336,99.997
744,6/19/22,6:45,38.795,39.124,38.453,99.997
745,6/19/22,7:00,38.748,39.078,38.419,99.997
746,6/19/22,7:15,38.511,38.795,38.178,99.997
747,6/19/22,7:30,38.273,38.557,37.927,99.997
748,6/19/22,7:45,38.415,38.653,37.994,99.997
749,6/19/22,8:00,38.557,38.748,37.999,99.997
750,6/19/22,8:15,38.368,38.606,37.821,99.997
751,6/19/22,8:30,38.131,38.322,37.675,99.997
752,6/19/22,8:45,38.131,38.322,37.647,99.997
753,6/19/22,9:00,37.656,37.798,37.144,99.997
754,6/19/22,9:15,37.321,37.56,36.851,99.997
755,6/19/22,9:30,37.416,37.702,36.705,99.997
756,6/19/22,9:45,37.179,37.465,36.493,99.997
757,6/19/22,10:00,36.554,36.842,36.016,99.997
758,6/19/22,10:15,36.939,37.13,36.127,99.997
759,6/19/22,10:30,37.035,37.274,36.199,99.997
760,6/19/22,10:45,36.842,37.225,36.136,99.997
761,6/19/22,11:00,36.795,37.274,36.156,99.997
762,6/19/22,11:15,36.651,37.081,35.996,99.997
763,6/19/22,11:30,36.747,37.274,36.036,99.997
764,6/19/22,11:45,36.651,37.179,35.976,99.997
765,6/19/22,12:00,36.698,36.986,35.884,99.997
766,6/19/22,12:15,36.459,36.795,35.775,99.997
767,6/19/22,12:30,36.554,36.698,35.703,99.997
768,6/19/22,12:45,36.795,36.986,35.663,99.997
769,6/19/22,13:00,36.361,36.603,35.384,99.997
770,6/19/22,13:15,36.217,36.651,35.31,99.997
771,6/19/22,13:30,36.505,36.986,35.523,99.939
772,6/19/22,13:45,36.986,37.225,35.697,99.971
773,6/19/22,14:00,37.225,37.465,35.847,99.982
774,6/19/22,14:15,37.081,37.274,35.823,99.997
775,6/19/22,14:30,36.842,37.179,36.03,99.997
776,6/19/22,14:45,36.795,37.13,36.03,99.997
777,6/19/22,15:00,37.13,37.369,36.252,99.997
778,6/19/22,15:15,37.179,37.56,36.306,99.997
779,6/19/22,15:30,37.035,37.656,36.277,99.997
780,6/19/22,15:45,36.651,37.56,36.185,99.997
781,6/19/22,16:00,36.554,37.465,36.145,99.997
782,6/19/22,16:15,36.986,37.609,36.43,99.997
783,6/19/22,16:30,36.939,38.037,36.513,99.997
784,6/19/22,16:45,36.891,37.989,36.43,99.997
785,6/19/22,17:00,36.986,37.798,36.475,99.997
786,6/19/22,17:15,37.465,38.464,36.822,99.997
787,6/19/22,17:30,36.747,37.846,36.363,99.997
788,6/19/22,17:45,36.651,37.656,36.334,99.997
789,6/19/22,18:00,37.035,37.225,36.484,99.997
790,6/19/22,18:15,36.698,37.081,36.32,99.997
791,6/19/22,18:30,36.313,36.891,36.045,99.997
792,6/19/22,18:45,36.554,36.891,36.223,99.997
793,6/19/22,19:00,36.698,36.842,36.329,99.997
794,6/19/22,19:15,36.603,36.651,36.315,99.997
795,6/19/22,19:30,36.361,36.459,36.136,99.997
796,6/19/22,19:45,36.313,36.41,36.171,99.997
797,6/19/22,20:00,36.169,36.313,36.102,99.997
798,6/19/22,20:15,36.266,36.313,36.127,99.997
799,6/19/22,20:30,36.361,36.361,36.217,99.997
800,6/19/22,20:45,36.459,36.459,36.334,99.997
801,6/19/22,21:00,36.41,36.41,36.291,99.997
802,6/19/22,21:15,36.217,36.217,36.122,99.997
803,6/19/22,21:30,36.072,36.072,35.987,99.997
804,6/19/22,21:45,36.169,36.12,36.054,99.997
805,6/19/22,22:00,36.313,36.266,36.232,99.997
806,6/19/22,22:15,36.266,36.169,36.18,99.997
807,6/19/22,22:30,36.313,36.217,36.228,99.997
808,6/19/22,22:45,36.361,36.266,36.28,99.997
809,6/19/22,23:00,36.313,36.217,36.243,99.997
810,6/19/22,23:15,36.169,36.072,36.082,99.997
811,6/19/22,23:30,36.025,35.928,35.962,99.997
812,6/19/22,23:45,35.83,35.782,35.775,99.997
813,6/20/22,0:00,35.733,35.685,35.658,99.997
814,6/20/22,0:15,35.685,35.589,35.605,99.997
815,6/20/22,0:30,35.782,35.685,35.688,99.997
816,6/20/22,0:45,35.782,35.733,35.74,99.997
817,6/20/22,1:00,35.782,35.685,35.697,99.997
818,6/20/22,1:15,35.685,35.638,35.614,99.997
819,6/20/22,1:30,35.541,35.492,35.47,99.997
820,6/20/22,1:45,35.346,35.346,35.31,99.997
821,6/20/22,2:00,35.346,35.346,35.31,99.997
822,6/20/22,2:15,35.249,35.249,35.195,99.997
823,6/20/22,2:30,35.103,35.103,35.04,99.997
824,6/20/22,2:45,35.055,35.055,35.002,99.997
825,6/20/22,3:00,35.152,35.152,35.098,99.997
826,6/20/22,3:15,35.2,35.152,35.118,99.997
827,6/20/22,3:30,35.249,35.2,35.175,99.997
828,6/20/22,3:45,35.152,35.103,35.109,99.997
829,6/20/22,4:00,35.298,35.249,35.218,99.997
830,6/20/22,4:15,35.443,35.443,35.393,99.997
831,6/20/22,4:30,35.492,35.443,35.407,99.997
832,6/20/22,4:45,35.395,35.395,35.301,99.997
833,6/20/22,5:00,35.685,35.638,35.586,99.997
834,6/20/22,5:15,35.685,35.589,35.494,99.997
835,6/20/22,5:30,35.685,35.638,35.505,99.997
836,6/20/22,5:45,35.638,35.685,35.499,99.997
837,6/20/22,6:00,35.541,35.83,35.35,99.997
838,6/20/22,6:15,35.685,36.025,35.523,99.997
839,6/20/22,6:30,35.928,36.169,35.717,99.997
840,6/20/22,6:45,36.072,36.313,35.838,99.997
841,6/20/22,7:00,35.928,36.169,35.568,99.997
842,6/20/22,7:15,36.169,36.698,35.87,99.997
843,6/20/22,7:30,36.169,36.842,35.875,99.997
844,6/20/22,7:45,36.266,37.081,35.915,99.997
845,6/20/22,8:00,36.072,37.369,35.62,99.997
846,6/20/22,8:15,36.266,37.416,35.827,99.997
847,6/20/22,8:30,36.651,37.702,36.228,99.997
848,6/20/22,8:45,36.217,37.609,35.755,99.997
849,6/20/22,9:00,36.169,37.751,35.697,99.997
850,6/20/22,9:15,36.266,37.893,35.769,99.997
851,6/20/22,9:30,36.747,38.511,36.203,99.997
852,6/20/22,9:45,36.986,38.842,36.32,99.997
853,6/20/22,10:00,37.321,38.842,36.648,99.997
854,6/20/22,10:15,37.274,38.889,36.642,99.997
855,6/20/22,10:30,37.893,39.267,37.135,99.997
856,6/20/22,10:45,38.7,39.267,37.627,99.997
857,6/20/22,11:00,38.937,39.783,37.888,99.997
858,6/20/22,11:15,39.267,40.811,38.071,99.997
859,6/20/22,11:30,39.267,42.156,38.043,99.997
860,6/20/22,11:45,39.502,41.416,38.347,99.997
861,6/20/22,12:00,39.736,40.438,38.404,99.997
862,6/20/22,12:15,39.736,40.298,38.39,99.997
863,6/20/22,12:30,39.69,39.97,38.476,99.997
864,6/20/22,12:45,40.064,40.485,38.626,99.997
865,6/20/22,13:00,38.795,41.09,37.873,99.997
866,6/20/22,13:15,38.653,41.369,37.81,99.997
867,6/20/22,13:30,39.596,40.579,38.439,99.997
868,6/20/22,13:45,40.672,41.277,39.258,99.997
869,6/20/22,14:00,40.764,41.23,39.292,99.997
870,6/20/22,14:15,40.532,40.998,39.321,99.997
871,6/20/22,14:30,40.017,40.345,39.007,99.997
872,6/20/22,14:45,39.83,40.158,39.007,99.997
873,6/20/22,15:00,39.924,40.204,39.016,99.997
874,6/20/22,15:15,40.298,40.485,39.394,99.997
875,6/20/22,15:30,40.764,40.951,39.481,99.997
876,6/20/22,15:45,40.905,41.137,39.625,99.997
877,6/20/22,16:00,40.951,41.184,39.774,99.997
878,6/20/22,16:15,40.532,40.719,39.601,99.997
879,6/20/22,16:30,40.811,40.998,39.751,99.997
880,6/20/22,16:45,40.858,41.09,39.751,99.997
881,6/20/22,17:00,40.672,40.858,39.727,99.997
882,6/20/22,17:15,40.626,40.858,39.866,99.997
883,6/20/22,17:30,40.251,40.485,39.591,99.997
884,6/20/22,17:45,40.298,40.438,39.547,99.997
885,6/20/22,18:00,39.69,39.924,39.182,99.997
886,6/20/22,18:15,39.454,39.643,38.844,99.997
887,6/20/22,18:30,39.078,39.22,38.545,99.997
888,6/20/22,18:45,39.313,39.454,38.723,99.997
889,6/20/22,19:00,39.173,39.267,38.718,99.997
890,6/20/22,19:15,39.078,39.124,38.752,99.997
891,6/20/22,19:30,39.173,39.22,38.829,99.997
892,6/20/22,19:45,39.031,38.984,38.838,99.997
893,6/20/22,20:00,38.937,38.937,38.815,99.997
894,6/20/22,20:15,39.031,38.984,38.93,99.997
895,6/20/22,20:30,38.984,38.937,38.907,99.997
896,6/20/22,20:45,38.937,38.842,38.844,99.997
897,6/20/22,21:00,38.7,38.653,38.683,99.997
898,6/20/22,21:15,38.7,38.606,38.622,99.997
899,6/20/22,21:30,38.7,38.606,38.66,99.997
900,6/20/22,21:45,38.557,38.464,38.52,99.997
901,6/20/22,22:00,38.511,38.464,38.471,99.997
902,6/20/22,22:15,38.415,38.322,38.361,99.997
903,6/20/22,22:30,38.653,38.606,38.64,99.997
904,6/20/22,22:45,38.606,38.511,38.588,99.997
905,6/20/22,23:00,38.511,38.415,38.482,99.997
906,6/20/22,23:15,38.226,38.131,38.187,99.997
907,6/20/22,23:30,38.037,37.942,38.003,99.997
908,6/20/22,23:45,37.609,37.56,37.612,99.997
909,6/21/22,0:00,37.035,36.986,36.995,99.997
910,6/21/22,0:15,36.603,36.554,36.55,99.997
911,6/21/22,0:30,36.217,36.169,36.185,99.997
912,6/21/22,0:45,35.83,35.782,35.76,99.997
913,6/21/22,1:00,35.589,35.589,35.508,99.997
914,6/21/22,1:15,35.346,35.346,35.267,99.997
915,6/21/22,1:30,35.2,35.2,35.146,99.997
916,6/21/22,1:45,34.907,34.957,34.857,99.997
917,6/21/22,2:00,34.565,34.664,34.491,99.997
918,6/21/22,2:15,34.223,34.32,34.162,99.997
919,6/21/22,2:30,33.879,34.027,33.849,99.997
920,6/21/22,2:45,33.831,33.978,33.805,99.997
921,6/21/22,3:00,33.78,33.928,33.742,99.997
922,6/21/22,3:15,33.732,33.879,33.699,99.997
923,6/21/22,3:30,33.78,33.978,33.737,99.997
924,6/21/22,3:45,33.732,33.928,33.714,99.997
925,6/21/22,4:00,33.633,33.831,33.602,99.997
926,6/21/22,4:15,33.534,33.732,33.516,99.997
927,6/21/22,4:30,33.584,33.831,33.521,99.997
928,6/21/22,4:45,33.78,33.978,33.694,99.997
929,6/21/22,5:00,33.732,33.978,33.661,99.997
930,6/21/22,5:15,33.78,34.075,33.665,99.997
931,6/21/22,5:30,33.78,34.174,33.67,99.997
932,6/21/22,5:45,33.879,34.371,33.742,99.997
933,6/21/22,6:00,33.831,34.371,33.656,99.997
934,6/21/22,6:15,33.928,34.124,33.728,99.997
935,6/21/22,6:30,34.32,34.858,34.038,99.997
936,6/21/22,6:45,34.664,35.879,34.331,99.997
937,6/21/22,7:00,35.006,36.266,34.52,99.997
938,6/21/22,7:15,35.152,37.081,34.626,99.997
939,6/21/22,7:30,35.103,37.369,34.414,99.997
940,6/21/22,7:45,35.492,38.226,34.644,99.997
941,6/21/22,8:00,37.035,40.111,35.571,99.997
942,6/21/22,8:15,37.225,39.22,35.31,99.997
943,6/21/22,8:30,39.267,41.508,36.498,99.997
944,6/21/22,8:45,39.596,44.218,36.792,99.997
945,6/21/22,9:00,38.7,43.214,36.383,99.997
946,6/21/22,9:15,38.606,41.74,35.944,99.997
947,6/21/22,9:30,38.131,43.306,35.643,99.997
948,6/21/22,9:45,37.225,41.878,35.31,99.997
949,6/21/22,10:00,36.698,40.672,35.161,99.997
950,6/21/22,10:15,36.217,40.345,34.934,99.997
951,6/21/22,10:30,34.81,38.415,34.342,99.997
952,6/21/22,10:45,34.124,37.846,33.661,99.997
953,6/21/22,11:00,33.978,37.13,33.94,99.997
954,6/21/22,11:15,34.664,39.173,34.191,99.997
955,6/21/22,11:30,35.976,40.719,35.109,99.806
956,6/21/22,11:45,36.939,41.184,35.809,99.527
957,6/21/22,12:00,37.321,39.454,36.156,98.312
958,6/21/22,12:15,37.465,37.989,35.953,98.27
959,6/21/22,12:30,37.751,38.606,36.102,98.236
960,6/21/22,12:45,40.485,40.438,37.675,96.014
961,6/21/22,13:00,43.351,42.616,38.476,93.001
962,6/21/22,13:15,42.294,41.601,38.057,94.337
963,6/21/22,13:30,42.57,42.939,38.921,94.122
964,6/21/22,13:45,42.156,43.167,38.674,93.835
965,6/21/22,14:00,41.832,42.57,38.347,95.177
966,6/21/22,14:15,43.396,43.259,39.002,94.356
967,6/21/22,14:30,42.57,42.57,38.824,95.033
968,6/21/22,14:45,41.508,41.508,38.091,95.988
969,6/21/22,15:00,44.946,43.122,38.863,94.557
970,6/21/22,15:15,45.896,44.173,39.794,93.906
971,6/21/22,15:30,47.914,45.534,40.417,93.17
972,6/21/22,15:45,46.886,44.218,40.21,93.196
973,6/21/22,16:00,45.082,43.624,39.745,94.553
974,6/21/22,16:15,44.127,42.892,39.288,95.612
975,6/21/22,16:30,44.4,43.306,39.317,94.539
976,6/21/22,16:45,40.672,41.137,37.382,98.737
977,6/21/22,17:00,38.606,39.502,36.702,99.867
978,6/21/22,17:15,37.942,38.795,36.05,99.858
979,6/21/22,17:30,37.225,38.084,35.721,99.997
980,6/21/22,17:45,38.415,38.557,36.199,99.75
981,6/21/22,18:00,38.889,39.267,36.455,99.449
982,6/21/22,18:15,38.226,38.415,35.861,99.089
983,6/21/22,18:30,38.179,37.893,35.19,99.988
984,6/21/22,18:45,37.609,37.465,35.037,99.997
985,6/21/22,19:00,36.986,37.081,34.997,99.997
986,6/21/22,19:15,35.928,36.651,34.867,99.997
987,6/21/22,19:30,35.685,35.879,34.245,99.997
988,6/21/22,19:45,36.842,36.603,34.371,99.997
989,6/21/22,20:00,39.313,37.751,34.954,99.963
990,6/21/22,20:15,36.603,36.169,34.138,99.997
991,6/21/22,20:30,35.492,35.589,33.849,99.997
992,6/21/22,20:45,35.249,35.928,34.153,99.997
993,6/21/22,21:00,34.761,35.976,34.205,99.997
994,6/21/22,21:15,34.32,35.298,34.041,99.997
995,6/21/22,21:30,34.075,34.907,33.877,99.997
